participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
16,1.59299,2.262075,1.150515,1.095085,1.05114,0.930055,space,0.0022,2,23,1
16,4.1806,2.046465,1.21673,1.10799,0.99387,1.09034,space,1.247465,3,15,1
16,1.44466,1.36136,0.83866,1.156665,1.56897,0.87288,y,2.9609,2,2,1
16,1.511205,1.72958,0.844745,0.97244,0.93042,0.87894,space,1.757695,3,18,1
16,1.724555,2.17782,1.01366,1.10017,1.06222,0.96259,y,1.85328,3,9,1
16,1.709885,2.313635,1.084305,0.9019,1.11196,0.902435,n,0.481585,2,8,1
16,1.82965,1.871515,1.10848,0.932715,0.896625,1.20634,space,0.80393,3,24,1
16,1.294805,1.300195,1.16244,1.11682,1.212875,1.087625,n,0.847795,2,11,1
16,1.71862,1.52884,1.02735,0.91746,0.94652,1.167585,space,0.62317,2,20,1
16,1.54297,1.34627,0.901125,0.92415,1.67314,1.04887,space,0.27369,1,16,1
16,3.53024,0.91715,0.77581,1.74104,0.801025,1.08547,space,0.04235,2,14,1
16,1.008565,1.43356,0.89738,0.83322,1.09712,0.905355,space,0.690415,1,13,1
16,0.962395,1.029325,0.9076,0.93755,0.95563,0.93692,space,1.9879,1,19,1
16,0.992145,1.266955,0.73765,1.380425,0.84406,0.868485,space,1.35453,2,17,1
16,1.57067,1.413995,0.996365,1.25168,1.06212,0.973505,y,2.630935,1,4,1
16,2.110075,0.9294,0.79715,1.191595,0.844585,0.79591,y,0.32971,3,3,1
16,1.053115,1.190665,0.96313,0.89549,0.85224,0.952525,n,3.07619,3,12,1
16,1.367255,2.14807,0.902435,0.9707,0.88169,1.02418,y,2.00924,3,6,1
16,1.45753,1.942655,0.807355,0.877665,0.903105,0.898415,space,0.031075,3,21,1
16,1.201165,1.60339,0.929785,1.21503,1.04521,0.771665,y,0.47086,2,5,1
16,3.8107,1.28468,0.914345,0.830085,0.741045,1.081505,n,0.37476,1,7,1
16,1.210355,1.104035,0.884885,0.815825,0.903545,0.773325,y,0.306905,1,1,1
16,4.35455,1.27966,0.711475,1.000965,0.95156,1.103695,space,1.60628,1,22,1
16,1.192655,1.17781,1.074265,1.054855,1.697805,1.54726,n,0.77075,1,10,1
