participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
33,2.0347,2.6178,1.485,2.0018,1.8678,1.4695,space,0.1678,1,22,1
33,4.5366,2.9521,1.3018,1.9519,1.4851,1.5518,y,0.5846,1,4,1
33,1.1842,3.2195,1.9522,1.7017,1.5185,1.8184,y,0.4837,3,6,1
33,2.3355,2.1844,1.6844,2.3522,1.6341,2.1853,space,0.1838,2,14,1
33,4.7536,2.4353,1.1348,1.3349,1.3183,1.3215,n,0.6288,1,7,1
33,6.6877,2.201,1.2846,1.5675,1.3507,1.203,n,0.385,1,10,1
33,4.3202,4.6365,1.2012,1.5344,1.601,1.2341,space,1.5851,2,23,1
33,2.3367,3.6351,1.7843,1.7192,1.8682,1.6348,y,0.6671,1,1,1
33,2.5852,2.9356,2.0184,3.2361,1.3685,1.3682,n,4.6874,3,12,1
33,2.171,2.1854,1.4007,1.8016,1.3011,1.2354,y,0.4345,3,3,1
33,2.1845,2.7346,1.1513,1.5521,1.4172,2.0178,y,0.4855,3,9,1
33,3.1522,5.1696,2.1521,1.4514,1.3016,1.1673,space,0.5179,3,21,1
33,4.3194,3.3208,1.1679,1.2681,1.2017,1.2346,space,0.8006,1,19,1
33,1.4358,4.8689,1.1174,2.2355,1.4348,1.3183,n,0.518,2,11,1
33,3.052,2.5676,1.5174,1.7848,2.3686,1.1506,y,0.5502,2,5,1
33,3.319,2.7681,1.4514,1.552,1.8683,1.4349,y,1.7723,2,2,1
33,2.8682,3.7194,1.5849,1.3007,1.4172,1.1508,space,1.4512,3,15,1
33,2.9688,2.4179,1.368,1.7177,1.102,1.8008,space,0.2835,2,20,1
33,2.7849,2.435,2.1187,1.485,1.5016,1.4848,space,0.5175,3,24,1
33,1.9539,2.8687,1.2507,1.7342,1.5351,1.2013,n,0.3679,2,8,1
33,3.1025,2.2185,1.0675,1.4174,1.3348,1.1679,space,0.0843,1,13,1
33,1.8012,2.4179,1.3847,1.801,1.2673,1.0841,space,0.0638,3,18,1
33,2.4181,2.3519,1.3347,1.9517,1.7186,1.4349,space,0.1343,1,16,1
33,2.0687,2.0008,1.1005,1.3018,1.2524,1.2014,space,0.2851,2,17,1
