participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
27,2.70043,3.14866,1.074605,1.66727,1.23346,0.9613,space,3.27474,3,22,1
27,1.69633,2.88804,1.07055,1.046385,1.13462,0.90302,n,3.9927,2,12,1
27,3.42824,3.040315,1.00741,0.85191,0.76688,1.26826,space,4.80572,3,19,1
27,2.27018,2.071295,0.56229,0.90438,1.68217,1.340975,n,0.28205,1,8,1
27,2.834005,3.653955,0.74978,0.935035,0.807275,1.100215,n,1.507765,3,7,1
27,2.903005,3.169145,0.96894,1.015955,1.053375,1.050465,y,0.66899,3,4,1
27,4.12488,3.10515,1.139265,1.00295,1.699175,1.61692,space,7.559215,2,24,1
27,2.71754,2.19676,0.727125,0.975705,0.885145,0.86592,space,6.56715,1,17,1
27,1.346685,2.37334,1.267305,1.115925,1.38315,1.550065,space,28.0087,1,14,1
27,2.36722,2.5543,1.102985,1.01684,1.118865,1.10462,y,1.79982,1,2,1
27,5.076315,2.291695,0.86781,2.74132,2.50806,1.60183,y,0.819385,2,3,1
27,1.97095,1.234705,1.30591,1.684745,1.16473,1.152635,y,0.320895,2,9,1
27,4.598965,3.03822,0.92101,1.00232,0.873365,0.88454,space,2.72098,1,23,1
27,2.37026,2.591625,0.84102,1.04266,2.574025,1.573635,space,15.65963,2,15,1
27,1.754805,2.268125,0.776025,1.253595,1.43518,1.161355,space,1.33533,2,18,1
27,1.035715,1.886575,1.00908,0.91772,0.93591,0.73429,space,0.39413,3,13,1
27,2.02248,1.810645,0.768215,0.958525,1.086655,1.192185,y,0.417745,2,6,1
27,1.040325,3.110195,1.552145,1.035495,1.618985,0.84403,n,1.88661,1,11,1
27,1.872315,1.549525,1.00324,1.15957,1.26762,1.669205,space,2.388365,2,21,1
27,3.3534,3.46973,0.95297,1.118015,1.335085,0.87211,y,0.291495,1,5,1
27,4.10428,2.93594,1.442205,0.832615,0.53654,0.81822,space,0.95238,1,20,1
27,1.19305,1.51816,0.834705,0.951205,0.885005,0.83992,space,121.84147,3,16,1
27,1.16793,2.97074,0.822175,0.8247,0.95595,0.76562,y,0.26909,3,1,1
27,3.213895,2.688315,0.83391,0.645695,0.77086,0.715585,n,0.993835,3,10,1
