participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
47,3.3296,5.7926,3.3456,3.7743,2.9197,2.3364,space,0.9856,3,18,1
47,3.8909,4.5703,2.5353,2.0689,2.1545,3.9371,space,0.5382,1,19,1
47,4.756,4.5413,1.7375,2.4198,2.0778,2.421,space,0.0848,1,22,1
47,1.5188,4.4556,2.4028,2.5524,1.7374,2.2361,y,5.0566,3,12,1
47,2.5877,5.2731,2.8039,2.1359,1.3026,2.3962,space,0.4887,2,14,1
47,2.2702,5.3231,2.753,2.0704,1.89,1.7558,space,0.4848,3,15,1
47,3.3865,7.4811,2.0039,2.3203,2.0015,1.5902,space,0.2738,1,13,1
47,2.3868,4.3059,1.2358,3.0872,3.0405,3.3197,y,0.9391,3,9,1
47,5.0596,7.5588,1.2016,1.5304,2.1174,1.6042,space,0.009,2,23,1
47,1.8959,4.4721,1.4695,1.7519,2.0274,1.8363,y,2.0194,3,6,1
47,2.2866,5.5551,1.0859,2.0889,1.8427,1.5872,space,0.1353,1,16,1
47,2.9735,6.2051,3.1885,1.57,1.9034,1.636,n,0.5678,1,7,1
47,2.8862,4.1564,1.1525,2.114,1.9348,1.5038,y,0.6692,1,4,1
47,3.5716,7.041,1.409,1.5202,2.3697,2.4544,space,1.2323,3,24,1
47,2.6979,6.5254,1.6197,2.0539,1.4408,1.1467,y,1.074,3,3,1
47,5.1515,4.6572,1.5246,2.3868,3.7362,1.4193,y,1.2089,2,5,1
47,3.9714,6.9938,1.8864,2.7754,2.5388,2.0017,y,1.5668,2,2,1
47,1.8512,4.2555,2.0401,1.447,2.6522,1.837,y,1.269,1,1,1
47,1.9353,4.7219,1.6052,2.304,1.9401,1.5525,n,1.2859,1,10,1
47,2.4027,7.0588,1.4073,2.3199,1.9069,2.1524,space,0.0833,2,17,1
47,2.2697,7.9333,1.4706,1.8416,3.309,1.7392,n,1.3851,2,11,1
47,6.877,6.1239,3.0708,2.3182,2.2606,3.8954,space,0.2016,3,21,1
47,4.5225,7.2753,2.1361,1.4529,1.903,2.5357,space,0.1016,2,20,1
47,3.205,4.0293,5.0231,3.1041,2.7381,3.1027,n,18.4698,2,8,1
