participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
30,1.17061,1.08969,0.867805,1.23071,0.920675,1.31129,n,3.6781,1,12,1
30,1.53269,2.078015,1.69916,4.61492,2.58166,0.87845,y,0.828105,3,2,1
30,8.51599,7.63881,0.805015,0.629755,0.75521,0.666505,n,0.768665,3,8,1
30,31.72439,1.76686,0.850985,0.72114,0.9231,0.766695,space,1.37103,2,22,1
30,17.28345,2.266245,0.550175,0.56299,4.136095,0.50299,y,1.953595,2,1,1
30,1.184015,1.444605,1.16217,1.101395,0.8776,0.90444,n,0.770645,2,7,1
30,1.652285,1.55193,1.107355,0.90884,0.8394,0.75112,space,0.334125,2,19,1
30,2.20108,2.06246,1.00135,0.10469,0.82898,0.786775,y,0.63323,1,9,1
30,10.216925,1.77295,0.550995,1.603925,7.7726,0.8346,space,1.20146,1,24,1
30,1.683345,1.357405,0.23019,0.21269,0.907525,0.967895,space,0.12686,1,21,1
30,0.886865,1.10713,0.768265,0.821685,0.739755,0.7716,space,0.156855,3,23,1
30,2.130255,1.354,1.06043,0.80192,1.279525,0.90688,space,0.31765,3,17,1
30,1.52602,1.80217,0.816765,1.4342,1.09148,1.1663,space,0.37546,2,16,1
30,1.51781,1.91772,1.393465,1.267625,1.292145,0.93479,y,0.26723,2,4,1
30,0.89336,1.367145,1.479775,1.725315,1.501755,1.423065,y,0.38479,1,6,1
30,1.63661,3.787045,2.643175,1.78348,1.638975,1.26052,space,0.13644,1,18,1
30,1.22672,0.888135,1.810505,1.150835,1.09175,1.33469,space,0.295775,3,14,1
30,2.186665,1.121365,1.25921,1.20928,1.1102,0.978495,y,0.22638,1,3,1
30,1.490325,1.30131,1.128005,0.92971,0.820105,0.78564,space,0.050645,3,20,1
30,1.011635,2.52771,0.60254,0.522795,0.550025,0.518245,space,0.269445,1,15,1
30,1.13555,0.894405,0.643305,0.60068,1.01811,0.435535,space,0.191775,2,13,1
30,1.50082,1.70672,0.638115,0.75536,0.534595,0.585125,n,0.979905,3,11,1
30,1.17217,0.98643,0.76166,0.979195,0.955045,0.61301,y,0.610535,3,5,1
30,1.2742,0.863845,1.370515,0.90731,0.75166,0.702695,n,0.44171,2,10,1
