participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
14,2.830085,3.723345,1.966975,1.566855,1.731705,1.62732,n,2.655005,3,6,1
14,1.55246,2.70727,1.34416,1.031595,1.1456,1.158895,space,0.07584,1,16,1
14,1.86447,1.749545,1.5618,1.742925,1.231225,1.164255,space,0.64355,3,21,1
14,0.79236,1.71228,0.99513,1.260045,1.381665,1.211285,space,0.55466,3,18,1
14,1.556555,1.89491,0.95976,0.913155,0.96041,0.930655,space,0.27138,3,15,1
14,1.6434,1.74645,1.39458,1.150035,1.246505,1.228025,space,0.70123,1,19,1
14,1.894595,1.991865,0.944545,1.153515,1.762285,0.744255,y,0.829915,2,5,1
14,1.010705,4.06526,1.53095,1.69941,0.82691,1.00882,space,0.19576,2,23,1
14,1.951345,1.98278,5.76043,0.97645,0.7282,0.694915,space,0.606195,2,20,1
14,1.23026,2.016115,1.131695,0.800865,1.143305,0.729585,n,1.47038,2,11,1
14,1.572955,1.64311,0.81859,1.044245,1.88276,8.480435,y,2.290715,1,4,1
14,1.075065,2.16852,1.28542,0.949285,1.03248,1.19575,space,0.573645,3,24,1
14,8.66776,1.474175,0.94602,0.82609,0.86247,1.093955,n,0.82715,1,7,1
14,0.71247,1.171435,1.051965,0.62088,1.484555,10.267375,n,3.440405,2,8,1
14,0.630025,2.468345,5.058155,0.71807,0.88749,0.623085,space,0.068165,1,13,1
14,0.867535,1.007755,0.695595,0.817775,1.01831,0.871395,y,0.60192,3,9,1
14,0.74268,1.13887,0.787325,1.109135,9.41684,0.751825,y,0.584205,3,3,1
14,0.701035,6.59927,0.73625,0.806195,0.677785,0.619805,space,0.29287,1,22,1
14,0.430965,1.311425,0.619245,0.46951,0.536935,0.936125,space,0.08751,2,17,1
14,0.477315,1.101195,0.58642,0.69229,0.81204,0.737665,y,0.72523,1,1,1
14,1.484855,1.36807,0.8732,0.9883,1.052955,0.88648,y,0.87674,2,2,1
14,9.400125,1.490825,0.669715,0.784065,0.738205,1.03544,n,2.45056,3,12,1
14,0.52296,1.020395,0.731705,0.90607,0.908505,0.6193,n,0.71307,1,10,1
14,0.875635,1.36222,1.06045,1.03586,0.6336,0.61248,space,0.072415,2,14,1
