participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
40,2.6575,2.6903,1.4272,1.9466,1.538,2.0862,y,1.8772,1,6,1
40,4.1305,2.3286,1.2278,1.2991,1.7635,1.2501,y,1.7517,3,2,1
40,3.7856,2.8579,1.0139,1.804,1.4354,2.0997,space,1.2234,1,24,1
40,4.5148,2.7278,0.9442,1.2392,0.9976,2.6686,space,1.8607,3,14,1
40,3.075,1.4287,0.903,0.7273,0.8724,1.0448,space,0.3382,1,21,1
40,2.1367,1.942,1.0819,0.71,1.1875,0.7367,y,0.891,2,1,1
40,3.1929,1.7754,0.8531,0.985,0.7527,0.8172,y,2.338,1,3,1
40,1.3274,1.1948,0.9251,0.7026,0.9384,1.3282,n,1.8708,3,11,1
40,2.7474,1.3877,0.7059,0.7739,1.8866,1.2608,y,0.4732,2,4,1
40,1.7887,1.2249,0.8195,0.6193,0.9114,1.292,space,0.0348,3,20,1
40,3.2506,1.407,1.4304,0.953,1.0945,1.208,space,0.013,1,15,1
40,2.2702,1.8577,0.6435,0.8538,1.4354,1.0477,space,0.4405,3,17,1
40,2.6224,1.4929,0.6041,1.595,1.7573,1.3463,y,0.6848,1,9,1
40,1.5929,1.6316,0.9977,0.8072,1.8232,1.8977,space,0.6889,2,19,1
40,1.182,1.4319,1.5749,1.47,1.2364,1.2331,n,0.4191,2,10,1
40,1.6931,1.1004,1.3311,0.9952,1.7325,1.0191,y,1.5799,3,5,1
40,1.6534,2.7255,1.2634,1.3551,1.2034,1.4646,space,0.463,2,16,1
40,1.6759,1.3728,1.3068,1.2142,1.1363,1.3912,space,0.7311,2,22,1
40,4.3041,1.4956,0.8949,0.8516,1.0531,0.6863,space,0.3198,3,23,1
40,1.0695,1.0877,0.7367,0.8971,0.8698,0.8701,n,0.3094,3,8,1
40,0.7779,0.9065,0.8176,0.7064,0.8355,0.6685,space,0.4191,2,13,1
40,2.3862,1.2603,0.9361,0.7696,0.7034,0.9192,n,0.3365,2,7,1
40,1.0103,1.0281,0.9025,0.7629,0.7361,0.7937,space,0.5825,1,18,1
40,0.9233,1.0231,0.8173,0.6915,0.8758,0.7438,n,1.0689,1,12,1
