participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
54,1.8152,2.3105,1.699,2.0139,1.6343,1.2624,n,0.6719,3,8,1
54,0.8855,1.9502,1.4802,1.1231,0.9655,1.4624,n,1.6177,1,12,1
54,1.6309,2.7818,1.0133,0.6145,1.2152,1.006,space,0.541,2,13,1
54,2.3125,1.8835,0.1986,1.2651,1.7368,1.1173,space,1.6506,1,21,1
54,1.8699,1.7305,1.3147,1.3219,1.0303,1.3296,space,1.804,1,18,1
54,3.7688,3.8844,2.1342,1.2227,2.1067,2.3635,space,1.9693,3,23,1
54,1.4147,1.8326,0.8559,1.1619,0.914,1.114,space,0.9919,1,24,1
54,3.112,2.4866,1.4152,1.6127,1.1995,0.8966,y,2.5523,3,5,1
54,1.4805,2.8642,0.7976,0.6989,1.1563,1.0136,space,0.2698,1,15,1
54,1.283,1.9642,1.7281,1.4202,1.2638,0.9718,space,0.101,2,19,1
54,2.4277,1.6661,1.5725,0.846,0.6797,1.1164,space,0.1046,3,20,1
54,1.6169,1.9972,1.2834,1.3908,1.6138,0.9455,y,1.8731,2,4,1
54,2.3474,2.5211,1.0049,1.6343,1.3324,1.0613,space,0.9881,2,22,1
54,1.2124,2.1693,1.7694,1.0312,0.9468,0.9223,space,0.2199,2,16,1
54,1.4971,1.4516,0.7897,0.7872,1.4553,1.415,y,0.51,1,6,1
54,1.4461,1.3657,1.282,1.3304,0.8975,1.7505,space,1.6552,3,14,1
54,2.1292,1.7484,0.7327,1.0964,0.8453,0.5984,y,1.0221,1,3,1
54,3.4116,1.233,0.6858,1.3488,1.1634,1.1544,y,0.8594,1,9,1
54,2.4983,2.4671,0.95,0.7627,0.8638,0.9292,n,0.4099,2,7,1
54,1.1376,2.6796,1.9504,4.1482,3.8564,0.7668,space,0.0847,3,17,1
54,1.8964,1.9633,3.1352,1.3511,0.837,0.7965,n,0.3893,2,10,1
54,2.5614,5.7502,0.8435,0.7956,1.9492,0.8465,y,0.8085,3,2,1
54,0.8497,3.2474,1.0151,0.6717,1.1531,0.8793,y,0.8199,2,1,1
54,0.8974,1.7809,0.9149,0.7843,0.8147,0.7844,y,0.9681,3,11,1
