participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
25,2.85029,10.77694,1.980255,1.40618,1.70049,2.682435,n,1.43457,1,7,1
25,2.140825,7.340045,1.5858,2.004825,1.899675,2.638,n,1.959565,1,10,1
25,1.55572,2.98908,2.53746,2.13625,2.78497,1.633365,space,0.017375,1,16,1
25,5.28529,2.91467,8.851945,1.816875,2.11933,2.236635,y,2.60765,2,2,1
25,1.66971,2.712135,1.61972,1.717875,1.217355,1.754635,y,1.36899,1,4,1
25,8.36574,6.276085,1.12134,5.28106,2.326385,1.055915,y,1.91892,2,5,1
25,2.22037,2.494015,1.553885,1.77724,1.87962,3.555055,y,1.135595,3,6,1
25,2.20869,2.359355,1.379705,1.499205,1.42809,1.119995,y,0.89005,3,3,1
25,2.39007,3.010055,1.96725,1.74994,1.70922,1.367735,space,0.209335,3,21,1
25,2.28774,2.9896,1.952725,1.525265,5.105235,1.287385,n,1.477925,2,8,1
25,4.254665,9.625315,1.30159,1.920565,1.979005,2.426185,space,0.30215,1,22,1
25,1.50884,2.762065,2.919975,1.774695,1.22376,1.44433,space,0.168215,3,15,1
25,1.735845,11.14279,1.502135,2.23843,1.860215,1.125675,space,0.26934,3,18,1
25,1.291695,2.308055,1.011585,1.257075,2.963155,1.719945,space,0.305795,1,13,1
25,0.94364,13.976325,1.67522,2.08591,1.8373,2.474645,n,1.13427,3,12,1
25,4.844255,4.628345,3.227945,1.16055,1.915455,2.26807,space,0.336795,3,24,1
25,18.230075,3.62147,43.94486,2.39232,1.16925,1.523615,space,0.13512,2,23,1
25,2.11135,2.776205,1.018295,1.118635,1.035295,1.336575,space,37.094645,1,19,1
25,2.972925,3.012025,1.175275,1.336795,2.068945,1.844375,space,0.202215,2,20,1
25,1.70183,6.598645,0.97371,1.396135,1.05044,2.274775,space,0.24947,2,14,1
25,6.53984,3.022585,2.960255,1.95424,1.770805,2.352095,y,1.186285,3,9,1
25,2.61405,6.878365,1.85297,1.80393,1.433745,2.28633,space,0.22572,2,17,1
25,1.67235,4.064125,1.1623,1.71122,1.96226,1.882495,n,1.719545,2,11,1
25,1.942165,3.00282,2.35973,14.61337,7.784135,1.46593,y,0.753615,1,1,1
