participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
22,1.22243,3.41294,1.827405,1.409845,1.55058,1.150475,n,0.49411,1,11,1
22,1.373735,5.622155,1.211895,0.778465,1.451545,1.1835,y,2.15834,3,1,1
22,1.43466,2.853005,1.513995,1.725195,1.7905,1.506245,space,0.3251,3,19,1
22,2.344965,4.46858,1.267925,1.54616,2.504085,1.404195,space,0.01787,1,17,1
22,4.684755,6.241465,1.17595,1.28762,1.518085,1.20512,space,4.2043,2,18,1
22,2.821065,2.62956,1.484635,1.49364,1.82141,1.23481,y,0.576225,1,5,1
22,1.90465,4.395385,1.37836,1.618085,1.6409,1.47739,space,0.001115,1,23,1
22,1.657005,2.253295,1.506165,2.692355,1.401585,1.51798,y,0.41907,2,6,1
22,2.07218,3.443175,1.466805,1.66191,1.72991,2.243575,space,0.628685,2,24,1
22,2.25761,2.440025,1.292825,1.51223,1.402855,1.851405,n,0.84631,3,7,1
22,1.74709,2.0847,1.819015,1.756645,2.006195,1.55577,n,0.405565,1,8,1
22,2.835135,3.66785,2.254475,1.388825,1.538085,1.647195,space,0.288515,1,14,1
22,1.295875,4.61923,1.10115,1.571825,1.67627,2.35488,y,2.021165,2,12,1
22,5.10482,5.08391,1.96695,1.31793,1.068395,1.25064,space,0.7698,1,20,1
22,2.767895,4.27913,0.937895,1.37286,1.244945,1.66846,space,51.23411,3,22,1
22,2.975695,2.591665,1.88613,1.76883,1.823135,1.628535,y,0.610435,1,2,1
22,3.901855,2.73912,0.950285,1.310675,1.592665,1.384645,y,1.26425,3,4,1
22,2.395815,2.64385,1.433405,2.00565,1.736655,1.983965,n,0.31271,3,10,1
22,1.908925,4.2865,1.057995,1.526665,1.287505,1.36805,space,0.334125,3,16,1
22,2.75682,2.96799,1.659185,1.284505,2.25041,1.093265,space,0.46488,2,21,1
22,2.718545,2.061435,1.134235,1.13376,1.78511,1.284115,space,0.083775,2,15,1
22,1.61718,2.588255,1.025945,1.538605,2.094055,1.689655,y,0.71742,2,9,1
22,1.993505,3.42019,3.702855,1.94961,1.331385,0.924395,space,0.81752,3,13,1
22,2.501605,4.18317,1.302575,1.534195,2.79489,1.134575,y,1.56747,2,3,1
