,participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number,Group_Status,RT1ms,RT2ms,RT3ms,RT4ms,RT5ms,RT6ms,TT
494,21,1.900395,1.458135,1.12577,1.01851,1.05816,2.08759,space,2.14066,Negative,20,1,ASC,1900.395,1458.135,1125.77,1018.51,1058.16,2087.59,8648.56
495,21,1.420895,2.292255,0.80612,0.99262,0.972835,1.06648,y,1.102095,Positive,12,1,ASC,1420.895,2292.255,806.12,992.62,972.835,1066.48,7551.205
496,21,1.422705,2.372265,0.92108,1.49241,0.670295,1.568535,y,1.02793,Positive,6,1,ASC,1422.705,2372.265,921.08,1492.41,670.295,1568.535,8447.29
497,21,0.65708,1.02112,0.70739,0.875855,0.85013,0.909595,y,1.894295,Negative,11,1,ASC,657.08,1021.12,707.39,875.855,850.13,909.595,5021.17
498,21,3.793285,1.22063,0.831185,0.86303,1.065485,1.12884,y,1.53766,Negative,2,1,ASC,3793.285,1220.63,831.185,863.03,1065.485,1128.84,8902.455
499,21,2.52273,2.17104,1.02353,0.8788,1.5239,0.724175,y,2.5139,Negative,5,1,ASC,2522.73,2171.04,1023.53,878.8,1523.9,724.175,8844.175
500,21,2.41735,3.591945,0.648865,0.563495,0.69039,0.88388,space,0.245795,Negative,17,1,ASC,2417.35,3591.945,648.865,563.495,690.39,883.88,8795.925
501,21,0.828615,1.179865,0.68679,0.9135,0.87681,0.29667,y,1.1576,Neutral,10,1,ASC,828.615,1179.865,686.79,913.5,876.81,296.67,4782.25
502,21,0.5634,1.051225,0.770525,1.40153,0.80641,0.773285,space,0.416605,Positive,21,1,ASC,563.4,1051.225,770.525,1401.53,806.41,773.285,5366.375
503,21,1.126605,1.28527,0.676365,0.61428,0.773325,0.762735,y,0.487025,Neutral,4,1,ASC,1126.605,1285.27,676.365,614.28,773.325,762.735,5238.58
504,21,1.18527,1.146745,1.239155,1.02405,0.77613,0.62536,space,0.576435,Neutral,16,1,ASC,1185.27,1146.745,1239.155,1024.05,776.13,625.36,5996.71
505,22,1.22243,3.41294,1.827405,1.409845,1.55058,1.150475,n,0.49411,Negative,11,1,ASC,1222.43,3412.94,1827.405,1409.845,1550.58,1150.475,10573.675
506,22,1.373735,5.622155,1.211895,0.778465,1.451545,1.1835,y,2.15834,Neutral,1,1,ASC,1373.735,5622.155,1211.895,778.465,1451.545,1183.5,11621.295
507,22,1.43466,2.853005,1.513995,1.725195,1.7905,1.506245,space,0.3251,Neutral,19,1,ASC,1434.66,2853.005,1513.995,1725.195,1790.5,1506.245,10823.6
508,22,2.344965,4.46858,1.267925,1.54616,2.504085,1.404195,space,0.01787,Negative,17,1,ASC,2344.965,4468.58,1267.925,1546.16,2504.085,1404.195,13535.91
509,22,4.684755,6.241465,1.17595,1.28762,1.518085,1.20512,space,4.2043,Positive,18,1,ASC,4684.755,6241.465,1175.95,1287.62,1518.085,1205.12,16112.995
510,22,2.821065,2.62956,1.484635,1.49364,1.82141,1.23481,y,0.576225,Negative,5,1,ASC,2821.065,2629.56,1484.635,1493.64,1821.41,1234.81,11485.12
511,22,1.90465,4.395385,1.37836,1.618085,1.6409,1.47739,space,0.001115,Negative,23,1,ASC,1904.65,4395.385,1378.36,1618.085,1640.9,1477.39,12414.77
512,22,1.657005,2.253295,1.506165,2.692355,1.401585,1.51798,y,0.41907,Positive,6,1,ASC,1657.005,2253.295,1506.165,2692.355,1401.585,1517.98,11028.385
513,22,2.07218,3.443175,1.466805,1.66191,1.72991,2.243575,space,0.628685,Positive,24,1,ASC,2072.18,3443.175,1466.805,1661.91,1729.91,2243.575,12617.555
514,22,2.25761,2.440025,1.292825,1.51223,1.402855,1.851405,n,0.84631,Neutral,7,1,ASC,2257.61,2440.025,1292.825,1512.23,1402.855,1851.405,10756.95
515,22,1.74709,2.0847,1.819015,1.756645,2.006195,1.55577,n,0.405565,Negative,8,1,ASC,1747.09,2084.7,1819.015,1756.645,2006.195,1555.77,10969.415
516,22,2.835135,3.66785,2.254475,1.388825,1.538085,1.647195,space,0.288515,Negative,14,1,ASC,2835.135,3667.85,2254.475,1388.825,1538.085,1647.195,13331.565
517,22,1.295875,4.61923,1.10115,1.571825,1.67627,2.35488,y,2.021165,Positive,12,1,ASC,1295.875,4619.23,1101.15,1571.825,1676.27,2354.88,12619.23
518,22,5.10482,5.08391,1.96695,1.31793,1.068395,1.25064,space,0.7698,Negative,20,1,ASC,5104.82,5083.91,1966.95,1317.93,1068.395,1250.64,15792.645
519,22,2.767895,4.27913,0.937895,1.37286,1.244945,1.66846,space,51.23411,Neutral,22,1,ASC,2767.895,4279.13,937.895,1372.86,1244.945,1668.46,12271.185
520,22,2.975695,2.591665,1.88613,1.76883,1.823135,1.628535,y,0.610435,Negative,2,1,ASC,2975.695,2591.665,1886.13,1768.83,1823.135,1628.535,12673.99
521,22,3.901855,2.73912,0.950285,1.310675,1.592665,1.384645,y,1.26425,Neutral,4,1,ASC,3901.855,2739.12,950.285,1310.675,1592.665,1384.645,11879.245
522,22,2.395815,2.64385,1.433405,2.00565,1.736655,1.983965,n,0.31271,Neutral,10,1,ASC,2395.815,2643.85,1433.405,2005.65,1736.655,1983.965,12199.34
523,22,1.908925,4.2865,1.057995,1.526665,1.287505,1.36805,space,0.334125,Neutral,16,1,ASC,1908.925,4286.5,1057.995,1526.665,1287.505,1368.05,11435.64
524,22,2.75682,2.96799,1.659185,1.284505,2.25041,1.093265,space,0.46488,Positive,21,1,ASC,2756.82,2967.99,1659.185,1284.505,2250.41,1093.265,12012.175
525,22,2.718545,2.061435,1.134235,1.13376,1.78511,1.284115,space,0.083775,Positive,15,1,ASC,2718.545,2061.435,1134.235,1133.76,1785.11,1284.115,10117.2
526,22,1.61718,2.588255,1.025945,1.538605,2.094055,1.689655,y,0.71742,Positive,9,1,ASC,1617.18,2588.255,1025.945,1538.605,2094.055,1689.655,10553.695
527,22,1.993505,3.42019,3.702855,1.94961,1.331385,0.924395,space,0.81752,Neutral,13,1,ASC,1993.505,3420.19,3702.855,1949.61,1331.385,924.395,13321.94
528,22,2.501605,4.18317,1.302575,1.534195,2.79489,1.134575,y,1.56747,Positive,3,1,ASC,2501.605,4183.17,1302.575,1534.195,2794.89,1134.575,13451.01
529,23,3.215675,2.002155,1.661835,1.49472,1.19073,1.450365,space,0.736645,Negative,14,1,ASC,3215.675,2002.155,1661.835,1494.72,1190.73,1450.365,11015.48
530,23,3.724505,3.59813,1.13438,1.540935,1.29847,1.29777,space,1.57085,Negative,20,1,ASC,3724.505,3598.13,1134.38,1540.935,1298.47,1297.77,12594.19
531,23,1.865705,4.42798,1.56969,1.59663,1.626205,1.34771,y,2.838205,Positive,3,1,ASC,1865.705,4427.98,1569.69,1596.63,1626.205,1347.71,12433.92
532,23,1.358215,3.981625,2.39706,2.430325,1.001545,0.762695,n,5.190015,Neutral,10,1,ASC,1358.215,3981.625,2397.06,2430.325,1001.545,762.695,11931.465
533,23,1.84185,3.39308,1.16985,1.029845,1.096605,1.16316,space,0.38853,Neutral,19,1,ASC,1841.85,3393.08,1169.85,1029.845,1096.605,1163.16,9694.39
534,23,2.061775,2.813735,1.80865,2.41105,1.79406,1.09395,space,0.251745,Positive,18,1,ASC,2061.775,2813.735,1808.65,2411.05,1794.06,1093.95,11983.22
535,23,2.218135,15.000615,1.03174,1.150785,1.15109,0.963485,space,0.00842,Neutral,13,1,ASC,2218.135,15000.615,1031.74,1150.785,1151.09,963.485,21515.85
536,23,1.444085,3.705955,0.709675,0.76777,0.69869,0.82736,n,0.29407,Negative,8,1,ASC,1444.085,3705.955,709.675,767.77,698.69,827.36,8153.535
537,23,2.695105,1.826365,0.956045,1.362415,1.31352,0.9844,y,3.13747,Negative,5,1,ASC,2695.105,1826.365,956.045,1362.415,1313.52,984.4,9137.85
538,23,1.243725,2.83052,1.2945,1.098035,0.947085,0.897655,y,0.90429,Neutral,4,1,ASC,1243.725,2830.52,1294.5,1098.035,947.085,897.655,8311.52
539,23,0.962295,1.549775,1.01458,0.93234,1.134705,1.158855,n,1.706305,Positive,12,1,ASC,962.295,1549.775,1014.58,932.34,1134.705,1158.855,6752.55
540,23,2.47643,2.296925,1.26943,1.0746,1.35304,1.213105,space,0.360785,Positive,21,1,ASC,2476.43,2296.925,1269.43,1074.6,1353.04,1213.105,9683.53
541,23,1.50946,2.513095,1.14693,1.363035,1.548615,1.264665,space,0.05702,Positive,24,1,ASC,1509.46,2513.095,1146.93,1363.035,1548.615,1264.665,9345.8
542,23,1.94967,1.98016,0.968935,0.964435,0.894135,1.11154,y,0.971295,Positive,6,1,ASC,1949.67,1980.16,968.935,964.435,894.135,1111.54,7868.875
543,23,1.77697,3.579985,1.113365,0.949625,0.876425,0.898335,space,0.102175,Negative,23,1,ASC,1776.97,3579.985,1113.365,949.625,876.425,898.335,9194.705
544,23,0.995115,1.615455,0.72005,1.04966,0.91082,1.381855,space,0.64018,Neutral,16,1,ASC,995.115,1615.455,720.05,1049.66,910.82,1381.855,6672.955
545,23,1.527485,3.83309,1.313915,1.565045,1.164915,0.969715,y,1.854205,Negative,11,1,ASC,1527.485,3833.09,1313.915,1565.045,1164.915,969.715,10374.165
546,23,0.966765,4.829005,1.28182,0.930105,1.38364,1.01703,y,1.236595,Neutral,1,1,ASC,966.765,4829.005,1281.82,930.105,1383.64,1017.03,10408.365
547,23,1.575325,1.792575,1.147245,1.633315,0.685355,1.390255,n,0.286905,Neutral,7,1,ASC,1575.325,1792.575,1147.245,1633.315,685.355,1390.255,8224.07
548,23,1.32788,4.28341,0.785505,0.86355,0.832515,0.91269,space,0.302815,Negative,17,1,ASC,1327.88,4283.41,785.505,863.55,832.515,912.69,9005.55
549,23,2.30925,2.0042,0.726245,0.78018,1.277495,1.11356,space,0.36047,Positive,15,1,ASC,2309.25,2004.2,726.245,780.18,1277.495,1113.56,8210.93
550,23,24.001405,2.062755,0.768555,1.31302,0.98474,1.40876,y,1.29279,Positive,9,1,ASC,24001.405,2062.755,768.555,1313.02,984.74,1408.76,30539.235
551,23,1.81128,2.565225,1.116395,0.923425,1.466025,1.203215,space,0.51883,Neutral,22,1,ASC,1811.28,2565.225,1116.395,923.425,1466.025,1203.215,9085.565
552,23,2.115565,1.560545,0.831015,1.029405,1.384725,1.21684,y,0.818335,Negative,2,1,ASC,2115.565,1560.545,831.015,1029.405,1384.725,1216.84,8138.095
553,24,3.0973,3.9477,2.201,1.7898,1.788,2.5344,space,0.1658,Negative,20,1,ASC,3097.3,3947.7,2201,1789.8,1788,2534.4,15358.2
554,24,1.1447,10.6072,1.4026,2.5053,2.7398,1.9362,n,2.8643,Negative,11,1,ASC,1144.7,10607.2,1402.6,2505.3,2739.8,1936.2,20335.8
555,24,6.6129,17.228,1.8656,2.2044,2.9991,2.5069,space,5.3663,Neutral,22,1,ASC,6612.9,17228,1865.6,2204.4,2999.1,2506.9,33416.9
556,24,2.3381,3.2113,1.1558,2.2827,1.8692,1.6863,space,0.6208,Neutral,16,1,ASC,2338.1,3211.3,1155.8,2282.7,1869.2,1686.3,12543.4
557,24,6.4555,2.6621,0.9653,0.1625,2.0348,1.463,y,3.7925,Neutral,4,1,ASC,6455.5,2662.1,965.3,162.5,2034.8,1463,13743.2
558,24,6.0812,2.5913,1.2896,1.97,1.7649,1.1203,n,1.1906,Negative,8,1,ASC,6081.2,2591.3,1289.6,1970,1764.9,1120.3,14817.3
559,24,10.4541,4.0395,0.9346,1.9684,2.0674,1.4411,space,0.1468,Negative,17,1,ASC,10454.1,4039.5,934.6,1968.4,2067.4,1441.1,20905.1
560,24,1.6536,9.37,1.4214,2.3713,2.0167,1.8361,y,2.4234,Positive,6,1,ASC,1653.6,9370,1421.4,2371.3,2016.7,1836.1,18669.1
561,24,10.8014,3.4833,1.5843,2.5364,2.0183,0.9702,y,0.9046,Negative,5,1,ASC,10801.4,3483.3,1584.3,2536.4,2018.3,970.2,21393.9
562,24,3.6097,7.1131,1.6668,1.8462,1.4458,2.2249,space,0.1208,Negative,14,1,ASC,3609.7,7113.1,1666.8,1846.2,1445.8,2224.9,17906.5
563,24,44.8091,7.8769,1.0365,0.9771,1.5337,1.2745,space,0.1362,Negative,23,1,ASC,44809.1,7876.9,1036.5,977.1,1533.7,1274.5,57507.8
564,24,1.9043,3.0994,6.0515,1.8678,2.3664,1.2571,y,6.2996,Positive,3,1,ASC,1904.3,3099.4,6051.5,1867.8,2366.4,1257.1,16546.5
565,24,3.2184,3.591,1.2685,1.1348,2.3057,2.3386,space,0.2548,Positive,24,1,ASC,3218.4,3591,1268.5,1134.8,2305.7,2338.6,13857
566,24,2.8194,3.8683,1.2347,1.3497,1.5327,2.1031,space,0.2676,Neutral,19,1,ASC,2819.4,3868.3,1234.7,1349.7,1532.7,2103.1,12907.9
567,24,1.452,5.7025,1.1512,9.9376,7.9114,1.3419,space,0.317,Positive,18,1,ASC,1452,5702.5,1151.2,9937.6,7911.4,1341.9,27496.6
568,24,1.2593,4.3987,1.331,2.0088,1.3916,1.4442,n,1.597,Neutral,10,1,ASC,1259.3,4398.7,1331,2008.8,1391.6,1444.2,11833.6
569,24,1.5575,8.4659,2.5391,1.3647,2.1941,1.0386,y,0.9691,Neutral,1,1,ASC,1557.5,8465.9,2539.1,1364.7,2194.1,1038.6,17159.9
570,24,0.9453,2.5029,2.1051,1.5061,1.8541,1.6406,y,10.9802,Positive,12,1,ASC,945.3,2502.9,2105.1,1506.1,1854.1,1640.6,10554.1
571,24,1.9861,3.1763,0.9925,2.1164,5.0932,2.11,n,3.6068,Neutral,7,1,ASC,1986.1,3176.3,992.5,2116.4,5093.2,2110,15474.5
572,24,1.1343,5.2512,0.87,1.0503,2.2852,1.672,space,0.3218,Neutral,13,1,ASC,1134.3,5251.2,870,1050.3,2285.2,1672,12263
573,24,2.2411,2.3365,1.0682,1.2352,1.3875,1.0373,space,0.0014,Positive,15,1,ASC,2241.1,2336.5,1068.2,1235.2,1387.5,1037.3,9305.8
574,24,3.3367,3.457,1.4686,1.5697,1.9684,1.5171,y,1.8871,Negative,2,1,ASC,3336.7,3457,1468.6,1569.7,1968.4,1517.1,13317.5
575,24,10.0157,1.4485,1.1597,1.7016,1.5089,1.481,y,1.4509,Positive,9,1,ASC,10015.7,1448.5,1159.7,1701.6,1508.9,1481,17315.4
576,24,10.5489,2.8735,1.2719,1.0104,1.6815,1.4327,space,0.7283,Positive,21,1,ASC,10548.9,2873.5,1271.9,1010.4,1681.5,1432.7,18818.9
577,25,2.85029,10.77694,1.980255,1.40618,1.70049,2.682435,n,1.43457,Negative,7,1,ASC,2850.29,10776.94,1980.255,1406.18,1700.49,2682.435,21396.59
578,25,2.140825,7.340045,1.5858,2.004825,1.899675,2.638,n,1.959565,Negative,10,1,ASC,2140.825,7340.045,1585.8,2004.825,1899.675,2638,17609.17
579,25,1.55572,2.98908,2.53746,2.13625,2.78497,1.633365,space,0.017375,Negative,16,1,ASC,1555.72,2989.08,2537.46,2136.25,2784.97,1633.365,13636.845
580,25,5.28529,2.91467,8.851945,1.816875,2.11933,2.236635,y,2.60765,Positive,2,1,ASC,5285.29,2914.67,8851.945,1816.875,2119.33,2236.635,23224.745
581,25,1.66971,2.712135,1.61972,1.717875,1.217355,1.754635,y,1.36899,Negative,4,1,ASC,1669.71,2712.135,1619.72,1717.875,1217.355,1754.635,10691.43
582,25,8.36574,6.276085,1.12134,5.28106,2.326385,1.055915,y,1.91892,Positive,5,1,ASC,8365.74,6276.085,1121.34,5281.06,2326.385,1055.915,24426.525
583,25,2.22037,2.494015,1.553885,1.77724,1.87962,3.555055,y,1.135595,Neutral,6,1,ASC,2220.37,2494.015,1553.885,1777.24,1879.62,3555.055,13480.185
584,25,2.20869,2.359355,1.379705,1.499205,1.42809,1.119995,y,0.89005,Neutral,3,1,ASC,2208.69,2359.355,1379.705,1499.205,1428.09,1119.995,9995.04
585,25,2.39007,3.010055,1.96725,1.74994,1.70922,1.367735,space,0.209335,Neutral,21,1,ASC,2390.07,3010.055,1967.25,1749.94,1709.22,1367.735,12194.27
586,25,2.28774,2.9896,1.952725,1.525265,5.105235,1.287385,n,1.477925,Positive,8,1,ASC,2287.74,2989.6,1952.725,1525.265,5105.235,1287.385,15147.95
587,25,4.254665,9.625315,1.30159,1.920565,1.979005,2.426185,space,0.30215,Negative,22,1,ASC,4254.665,9625.315,1301.59,1920.565,1979.005,2426.185,21507.325
588,25,1.50884,2.762065,2.919975,1.774695,1.22376,1.44433,space,0.168215,Neutral,15,1,ASC,1508.84,2762.065,2919.975,1774.695,1223.76,1444.33,11633.665
589,25,1.735845,11.14279,1.502135,2.23843,1.860215,1.125675,space,0.26934,Neutral,18,1,ASC,1735.845,11142.79,1502.135,2238.43,1860.215,1125.675,19605.09
590,25,1.291695,2.308055,1.011585,1.257075,2.963155,1.719945,space,0.305795,Negative,13,1,ASC,1291.695,2308.055,1011.585,1257.075,2963.155,1719.945,10551.51
591,25,0.94364,13.976325,1.67522,2.08591,1.8373,2.474645,n,1.13427,Neutral,12,1,ASC,943.64,13976.325,1675.22,2085.91,1837.3,2474.645,22993.04
592,25,4.844255,4.628345,3.227945,1.16055,1.915455,2.26807,space,0.336795,Neutral,24,1,ASC,4844.255,4628.345,3227.945,1160.55,1915.455,2268.07,18044.62
593,25,18.230075,3.62147,43.94486,2.39232,1.16925,1.523615,space,0.13512,Positive,23,1,ASC,18230.075,3621.47,43944.86,2392.32,1169.25,1523.615,70881.59
594,25,2.11135,2.776205,1.018295,1.118635,1.035295,1.336575,space,37.094645,Negative,19,1,ASC,2111.35,2776.205,1018.295,1118.635,1035.295,1336.575,9396.355
595,25,2.972925,3.012025,1.175275,1.336795,2.068945,1.844375,space,0.202215,Positive,20,1,ASC,2972.925,3012.025,1175.275,1336.795,2068.945,1844.375,12410.34
596,25,1.70183,6.598645,0.97371,1.396135,1.05044,2.274775,space,0.24947,Positive,14,1,ASC,1701.83,6598.645,973.71,1396.135,1050.44,2274.775,13995.535
597,25,6.53984,3.022585,2.960255,1.95424,1.770805,2.352095,y,1.186285,Neutral,9,1,ASC,6539.84,3022.585,2960.255,1954.24,1770.805,2352.095,18599.82
598,25,2.61405,6.878365,1.85297,1.80393,1.433745,2.28633,space,0.22572,Positive,17,1,ASC,2614.05,6878.365,1852.97,1803.93,1433.745,2286.33,16869.39
599,25,1.67235,4.064125,1.1623,1.71122,1.96226,1.882495,n,1.719545,Positive,11,1,ASC,1672.35,4064.125,1162.3,1711.22,1962.26,1882.495,12454.75
600,25,1.942165,3.00282,2.35973,14.61337,7.784135,1.46593,y,0.753615,Negative,1,1,ASC,1942.165,3002.82,2359.73,14613.37,7784.135,1465.93,31168.15
601,26,2.545055,2.959185,3.143475,3.068935,1.89482,2.443245,n,0.96845,Negative,6,1,ASC,2545.055,2959.185,3143.475,3068.935,1894.82,2443.245,16054.715
602,26,3.23358,4.084655,2.0271,2.860585,2.08035,1.615565,n,0.789595,Neutral,8,1,ASC,3233.58,4084.655,2027.1,2860.585,2080.35,1615.565,15901.835
603,26,4.64246,11.650155,1.734125,1.80206,2.321385,1.995425,y,1.885535,Neutral,2,1,ASC,4642.46,11650.155,1734.125,1802.06,2321.385,1995.425,24145.61
604,26,8.38934,5.782465,1.54127,2.21452,1.69442,2.80229,space,0.32991,Positive,19,1,ASC,8389.34,5782.465,1541.27,2214.52,1694.42,2802.29,22424.305
605,26,3.939585,4.65169,3.61784,3.560315,2.972065,1.53706,y,0.851105,Negative,3,1,ASC,3939.585,4651.69,3617.84,3560.315,2972.065,1537.06,20278.555
606,26,3.39387,2.933145,2.32818,2.81434,1.88394,1.884535,y,0.60524,Negative,9,1,ASC,3393.87,2933.145,2328.18,2814.34,1883.94,1884.535,15238.01
607,26,8.39162,6.059005,1.23801,1.99565,2.286075,1.698665,space,1.10181,Negative,21,1,ASC,8391.62,6059.005,1238.01,1995.65,2286.075,1698.665,21669.025
608,26,3.07605,6.96186,1.449595,2.983675,1.745165,2.695255,space,0.003285,Neutral,20,1,ASC,3076.05,6961.86,1449.595,2983.675,1745.165,2695.255,18911.6
609,26,2.766185,5.60976,1.60993,2.519285,1.72787,2.29414,space,0.079965,Negative,24,1,ASC,2766.185,5609.76,1609.93,2519.285,1727.87,2294.14,16527.17
610,26,3.608505,4.880395,1.7505,1.91125,1.81921,2.928485,space,0.143665,Neutral,14,1,ASC,3608.505,4880.395,1750.5,1911.25,1819.21,2928.485,16898.345
611,26,2.80757,5.844035,1.25403,2.343965,2.2291,1.61227,n,1.721535,Neutral,11,1,ASC,2807.57,5844.035,1254.03,2343.965,2229.1,1612.27,16090.97
612,26,3.53301,2.449295,1.57945,2.93569,2.250135,1.61105,n,0.9023,Positive,10,1,ASC,3533.01,2449.295,1579.45,2935.69,2250.135,1611.05,14358.63
613,26,1.91172,3.398395,1.732645,2.01007,2.28525,1.401405,space,0.51973,Positive,13,1,ASC,1911.72,3398.395,1732.645,2010.07,2285.25,1401.405,12739.485
614,26,3.672645,3.59754,3.39796,1.88663,2.09569,1.604715,space,0.243735,Neutral,23,1,ASC,3672.645,3597.54,3397.96,1886.63,2095.69,1604.715,16255.18
615,26,3.656915,4.677575,1.41215,3.028685,2.256785,1.27075,space,0.301785,Positive,22,1,ASC,3656.915,4677.575,1412.15,3028.685,2256.785,1270.75,16302.86
616,26,3.81555,8.0799,2.620715,3.835365,2.536985,2.55526,y,0.70478,Positive,1,1,ASC,3815.55,8079.9,2620.715,3835.365,2536.985,2555.26,23443.775
617,26,4.51773,5.14412,1.260745,1.456905,2.34411,1.27016,space,0.192535,Negative,15,1,ASC,4517.73,5144.12,1260.745,1456.905,2344.11,1270.16,15993.77
618,26,4.678405,3.88554,1.840485,1.4124,1.12676,1.299675,n,0.644095,Positive,7,1,ASC,4678.405,3885.54,1840.485,1412.4,1126.76,1299.675,14243.265
619,26,2.15142,3.50583,1.794635,1.89457,1.594685,1.487165,n,2.21949,Negative,12,1,ASC,2151.42,3505.83,1794.635,1894.57,1594.685,1487.165,12428.305
620,26,2.2944,3.876935,1.652815,2.370735,1.794265,1.352455,space,0.256465,Negative,18,1,ASC,2294.4,3876.935,1652.815,2370.735,1794.265,1352.455,13341.605
621,26,3.094115,2.695015,1.185805,1.995365,1.937665,0.89581,y,0.784745,Neutral,5,1,ASC,3094.115,2695.015,1185.805,1995.365,1937.665,895.81,11803.775
622,26,1.947555,3.53472,1.40182,1.633065,1.345415,1.336355,space,0.328565,Positive,16,1,ASC,1947.555,3534.72,1401.82,1633.065,1345.415,1336.355,11198.93
623,26,3.59158,1.74418,1.64877,1.589635,1.151675,0.978705,y,0.40131,Positive,4,1,ASC,3591.58,1744.18,1648.77,1589.635,1151.675,978.705,10704.545
624,26,2.79199,5.21601,1.227755,1.96109,0.965865,1.079535,space,0.1772,Neutral,17,1,ASC,2791.99,5216.01,1227.755,1961.09,965.865,1079.535,13242.245
625,27,2.70043,3.14866,1.074605,1.66727,1.23346,0.9613,space,3.27474,Neutral,22,1,ASC,2700.43,3148.66,1074.605,1667.27,1233.46,961.3,10785.725
626,27,1.69633,2.88804,1.07055,1.046385,1.13462,0.90302,n,3.9927,Positive,12,1,ASC,1696.33,2888.04,1070.55,1046.385,1134.62,903.02,8738.945
627,27,3.42824,3.040315,1.00741,0.85191,0.76688,1.26826,space,4.80572,Neutral,19,1,ASC,3428.24,3040.315,1007.41,851.91,766.88,1268.26,10363.015
628,27,2.27018,2.071295,0.56229,0.90438,1.68217,1.340975,n,0.28205,Negative,8,1,ASC,2270.18,2071.295,562.29,904.38,1682.17,1340.975,8831.29
629,27,2.834005,3.653955,0.74978,0.935035,0.807275,1.100215,n,1.507765,Neutral,7,1,ASC,2834.005,3653.955,749.78,935.035,807.275,1100.215,10080.265
630,27,2.903005,3.169145,0.96894,1.015955,1.053375,1.050465,y,0.66899,Neutral,4,1,ASC,2903.005,3169.145,968.94,1015.955,1053.375,1050.465,10160.885
631,27,4.12488,3.10515,1.139265,1.00295,1.699175,1.61692,space,7.559215,Positive,24,1,ASC,4124.88,3105.15,1139.265,1002.95,1699.175,1616.92,12688.34
632,27,2.71754,2.19676,0.727125,0.975705,0.885145,0.86592,space,6.56715,Negative,17,1,ASC,2717.54,2196.76,727.125,975.705,885.145,865.92,8368.195
633,27,1.346685,2.37334,1.267305,1.115925,1.38315,1.550065,space,28.0087,Negative,14,1,ASC,1346.685,2373.34,1267.305,1115.925,1383.15,1550.065,9036.47
634,27,2.36722,2.5543,1.102985,1.01684,1.118865,1.10462,y,1.79982,Negative,2,1,ASC,2367.22,2554.3,1102.985,1016.84,1118.865,1104.62,9264.83
635,27,5.076315,2.291695,0.86781,2.74132,2.50806,1.60183,y,0.819385,Positive,3,1,ASC,5076.315,2291.695,867.81,2741.32,2508.06,1601.83,15087.03
636,27,1.97095,1.234705,1.30591,1.684745,1.16473,1.152635,y,0.320895,Positive,9,1,ASC,1970.95,1234.705,1305.91,1684.745,1164.73,1152.635,8513.675
637,27,4.598965,3.03822,0.92101,1.00232,0.873365,0.88454,space,2.72098,Negative,23,1,ASC,4598.965,3038.22,921.01,1002.32,873.365,884.54,11318.42
638,27,2.37026,2.591625,0.84102,1.04266,2.574025,1.573635,space,15.65963,Positive,15,1,ASC,2370.26,2591.625,841.02,1042.66,2574.025,1573.635,10993.225
639,27,1.754805,2.268125,0.776025,1.253595,1.43518,1.161355,space,1.33533,Positive,18,1,ASC,1754.805,2268.125,776.025,1253.595,1435.18,1161.355,8649.085
640,27,1.035715,1.886575,1.00908,0.91772,0.93591,0.73429,space,0.39413,Neutral,13,1,ASC,1035.715,1886.575,1009.08,917.72,935.91,734.29,6519.29
641,27,2.02248,1.810645,0.768215,0.958525,1.086655,1.192185,y,0.417745,Positive,6,1,ASC,2022.48,1810.645,768.215,958.525,1086.655,1192.185,7838.705
642,27,1.040325,3.110195,1.552145,1.035495,1.618985,0.84403,n,1.88661,Negative,11,1,ASC,1040.325,3110.195,1552.145,1035.495,1618.985,844.03,9201.175
643,27,1.872315,1.549525,1.00324,1.15957,1.26762,1.669205,space,2.388365,Positive,21,1,ASC,1872.315,1549.525,1003.24,1159.57,1267.62,1669.205,8521.475
644,27,3.3534,3.46973,0.95297,1.118015,1.335085,0.87211,y,0.291495,Negative,5,1,ASC,3353.4,3469.73,952.97,1118.015,1335.085,872.11,11101.31
645,27,4.10428,2.93594,1.442205,0.832615,0.53654,0.81822,space,0.95238,Negative,20,1,ASC,4104.28,2935.94,1442.205,832.615,536.54,818.22,10669.8
646,27,1.19305,1.51816,0.834705,0.951205,0.885005,0.83992,space,121.84147,Neutral,16,1,ASC,1193.05,1518.16,834.705,951.205,885.005,839.92,6222.045
647,27,1.16793,2.97074,0.822175,0.8247,0.95595,0.76562,y,0.26909,Neutral,1,1,ASC,1167.93,2970.74,822.175,824.7,955.95,765.62,7507.115
