participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
57,2.412,5.117,1.665,1.947,1.565,1.865,space,0.069,1,23,1
57,3.203,4.984,2.967,1.616,1.816,2.651,space,0.122,1,20,1
57,4.98,7.082,1.05,1.749,3.079,1.746,y,1.019,1,2,1
57,1.515,2.013,1.699,1.547,1.627,1.578,space,0.288,2,15,1
57,4.328,3.509,2.597,2.236,1.699,1.048,y,0.987,1,5,1
57,3.03,5.793,1.452,1.764,1.614,1.895,space,1.138,3,19,1
57,1.332,4.962,1.736,2.015,1.797,1.548,space,0.57,3,13,1
57,1.872,4.011,1.451,1.356,2.214,2.249,y,0.9,3,1,1
57,2.08,3.397,0.964,1.519,1.336,1.848,y,0.174,3,4,1
57,1.13,4.565,2.919,1.852,1.162,1.831,n,1.805,2,12,1
57,4.228,12.265,1.742,1.995,1.903,1.719,space,0.985,3,16,1
57,3.66,3.58,1.248,2.278,1.765,2.833,space,1.136,1,14,1
57,1.748,3.278,0.831,1.785,1.794,4.495,y,2.686,2,3,1
57,2.211,5.635,2.745,2.385,1.183,3.334,n,0.301,1,8,1
57,3.051,4.013,1.487,1.648,2.167,3.847,space,0.289,2,24,1
57,1.415,2.58,1.048,2.903,1.737,2.704,y,0.571,2,6,1
57,2.61,5.185,1.321,2.202,1.969,2.671,y,0.506,2,9,1
57,4.181,6.541,1.498,1.297,1.188,2.262,n,0.586,3,7,1
57,1.382,7.261,1.219,1.67,2.387,1.287,n,0.635,1,11,1
57,1.916,3.776,1.085,1.32,1.728,2.152,space,0.036,2,21,1
57,1.531,2.763,1.135,2.115,1.648,1.736,n,0.671,3,10,1
57,2.185,4.147,2.098,2.019,1.897,1.581,space,1.3,2,18,1
57,1.881,3.613,1.132,1.947,2.502,1.547,space,0.96,3,22,1
57,1.897,4.837,1.015,1.487,2.231,2.078,space,0.319,1,17,1
