participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
55,3.293,9.345,1.578,4.406,3.011,3.444,n,2.735,3,11,1
55,7.952,6.331,3.077,2.613,3.106,1.982,space,0.045,1,21,1
55,5.921,3.031,2.457,2.702,3.303,2.278,space,1.646,3,14,1
55,6.553,3.423,0.987,2.318,2.343,1.289,space,1.914,3,17,1
55,3.103,5.938,1.612,1.719,2.869,2.307,space,0.922,3,23,1
55,4.233,4.2,2.422,1.32,2.695,1.53,space,1.188,1,18,1
55,6.744,7.855,1.38,2.428,1.386,3.504,n,0.782,3,8,1
55,7.247,3.367,1.33,4.088,1.664,1.797,space,0.317,2,19,1
55,4.597,2.519,1.001,2.333,1.535,3.739,y,1.9,1,9,1
55,5.756,10.604,1.001,3.208,2.253,1.272,space,0.522,2,22,1
55,1.972,2.678,0.994,1.612,2.197,1.892,space,0.322,2,13,1
55,2.281,4.534,2.175,3.803,1.524,2.5,space,0.48,2,16,1
55,1.536,7.407,4.227,2.686,0.88,5.045,n,2.745,1,12,1
55,7.385,2.602,0.928,6.215,1.262,1.552,y,1.5,2,4,1
55,3.793,11.47,0.98,1.988,6.705,2.1,y,1.669,2,1,1
55,5.02,2.166,1.24,2.527,4.156,4.41,n,1.383,2,10,1
55,6.477,3.502,1.076,3.534,1.536,0.862,y,0.813,3,5,1
55,3.164,3.468,2.169,2.634,1.262,2.401,y,1.099,1,6,1
55,4.838,3.159,2.325,2.046,1.806,1.65,y,1.122,3,2,1
55,2.142,7.058,1.168,1.283,1.069,2.048,space,0.134,1,24,1
55,9.341,4.734,1.137,1.026,2.229,2.195,n,1.545,2,7,1
55,7.042,2.833,1.231,1.529,1.993,0.861,y,0.478,1,3,1
55,1.822,2.285,1.192,1.429,1.384,3.673,space,0.069,1,15,1
55,5.438,3.138,1.746,1.262,1.131,1.57,space,0.102,3,20,1
