participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
2,12.035885,6.24988,4.95419,3.707085,4.198015,2.316375,y,8.204265,2,5,1
2,3.45512,3.844645,2.35322,2.556905,2.319065,2.52968,n,5.976435,1,10,1
2,4.61416,3.42322,2.00682,2.909465,4.09611,1.52487,y,12.43991,3,3,1
2,3.304005,3.59616,3.429135,2.47463,2.375495,3.072545,y,7.374295,3,6,1
2,3.81596,3.5926,1.52133,2.14737,2.436755,2.21885,y,6.318725,1,4,1
2,2.55509,5.93301,2.053,2.005735,5.588945,1.941535,n,4.288535,2,8,1
2,4.600255,5.398645,2.497315,3.117235,2.63918,2.189345,space,1.22221,1,22,1
2,7.261505,4.316315,2.920475,1.79565,1.979195,2.92296,y,15.357945,1,7,1
2,6.48485,8.410945,2.290375,1.59883,1.838165,2.316655,space,0.99619,3,15,1
2,3.41798,4.10332,5.722985,2.574435,1.53477,1.968985,y,16.13341,3,12,1
2,2.179795,5.06739,4.16702,2.55457,5.25063,1.88069,y,5.397685,1,1,1
2,6.91471,5.086485,1.5397,2.72599,4.149795,2.49001,y,4.35116,2,2,1
2,2.197565,5.96676,3.366295,3.62484,3.75037,3.505245,space,1.121625,2,23,1
2,4.343985,8.634255,2.00102,1.600395,2.766965,1.76835,space,0.96976,1,13,1
2,3.137155,15.063315,2.521105,1.668155,1.985005,1.585755,space,0.913895,3,21,1
2,2.51171,6.561245,3.754935,3.1077,3.23152,2.94969,space,0.95219,1,16,1
2,3.06479,3.00922,2.345845,2.504585,4.467775,2.001115,y,7.989215,3,9,1
2,4.188385,17.86228,3.836125,1.3223,2.02842,2.82996,space,1.087575,3,24,1
2,3.070275,5.42157,1.516325,1.583215,6.519015,2.635025,space,0.929245,1,19,1
2,3.700755,2.978815,1.67445,2.69644,1.754825,3.100245,space,0.90426,2,14,1
2,4.33815,6.90083,2.1292,3.898905,2.75152,2.66411,space,0.957185,2,17,1
2,3.42966,6.094755,2.81587,2.895675,2.62615,1.841565,space,1.58352,3,18,1
2,5.977655,8.896595,3.000515,1.8093,2.27176,2.350025,space,0.99184,2,20,1
2,1.98223,6.80797,4.896825,4.832335,2.530015,2.179635,n,6.833635,2,11,1
