participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
32,3.0471,4.9097,1.018,3.7581,1.3394,1.7123,space,0.3977,2,17,1
32,5.1161,7.1192,3.5208,2.0751,1.4963,2.3707,space,1.4809,3,24,1
32,77.5584,5.1601,22.1709,4.0299,1.7527,22.718,space,0.2449,3,15,1
32,4.3334,10.7693,1.6322,1.7565,1.3177,1.6873,n,5.677,3,12,1
32,9.509,7.6009,2.2171,2.6891,1.7001,2.6942,space,1.4573,2,14,1
32,5.7836,2.6382,2.236,1.8668,1.4307,1.838,y,2.6896,3,9,1
32,5.4326,5.7124,1.2165,1.8084,2.5742,1.3843,space,1.1855,1,22,1
32,1.886,2.7022,1.422,1.9041,1.4008,1.4186,space,0.8848,3,18,1
32,1.4263,2.4369,1.2378,1.7036,1.3768,1.346,n,7.7392,2,11,1
32,3.6252,2.7182,0.9408,1.3175,1.8414,1.8205,y,0.9387,1,1,1
32,2.7797,3.0841,1.5668,2.0395,5.1189,2.2547,y,2.6509,2,2,1
32,11.0675,19.7422,1.2514,1.0118,1.1768,1.4574,n,1.0939,1,7,1
32,3.0686,5.8051,1.237,1.721,1.586,1.4073,y,5.0058,3,3,1
32,4.3857,3.6008,1.0719,2.902,1.3909,1.3043,n,0.5837,2,8,1
32,5.751,5.8003,1.1426,1.3203,1.5129,1.3586,space,1.1657,3,21,1
32,3.9419,8.779,1.0508,1.3103,1.1924,1.0858,space,0.1787,2,23,1
32,7.194,2.4564,1.5356,1.6175,1.0756,1.6521,space,0.2925,2,20,1
32,6.0906,5.9655,1.3551,1.581,1.6243,1.0538,y,1.7543,2,5,1
32,3.4602,4.7669,2.0843,1.451,1.3669,1.4334,y,16.9838,3,6,1
32,6.2337,3.5169,1.1005,1.117,1.1836,1.0171,y,0.9169,1,4,1
32,5.067,2.8503,1.3669,1.5002,1.2838,1.8169,space,0.2347,1,16,1
32,6.3,2.3341,0.9834,2.3837,1.1676,1.4176,n,1.918,1,10,1
32,5.5849,3.6836,1.0503,1.1838,1.1336,1.5169,space,1.0339,1,19,1
32,1.5672,2.6838,0.8508,0.9004,1.1845,0.9676,space,0.0672,1,13,1
