participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
28,5.518575,4.2953,1.497505,3.51493,4.513155,1.581495,y,1.986635,2,2,1
28,5.83235,5.88036,2.05046,1.998815,1.931805,1.550685,space,0.861225,1,22,1
28,2.2273,3.619545,3.545055,4.497425,2.30043,1.92387,y,4.67386,3,12,1
28,2.30748,4.13179,1.72083,1.26804,1.307415,1.390285,space,0.940515,2,20,1
28,1.99752,3.61852,2.51822,1.370635,1.499495,1.33267,space,0.22864,3,15,1
28,4.1191,3.3932,1.597235,1.33084,0.94661,1.36233,n,1.0237,1,7,1
28,4.16048,4.487865,1.17982,1.13609,0.98264,2.2789,space,0.344485,2,14,1
28,3.27736,2.500775,1.25012,2.25147,1.61124,1.109295,y,0.88701,3,9,1
28,2.932145,3.56181,1.033265,1.05002,1.47933,1.327755,space,1.854325,1,16,1
28,1.57934,1.519515,1.145095,1.4293,1.20574,1.36561,n,0.33853,1,10,1
28,5.27816,3.544715,1.397845,1.31357,1.883185,1.34648,space,1.224095,3,18,1
28,2.140235,2.545735,0.848925,0.79625,1.513375,2.172905,y,5.018385,1,1,1
28,1.811005,1.58069,1.192155,0.774355,2.48414,0.89665,space,0.474895,1,13,1
28,1.01172,1.950385,1.17051,1.21183,5.43147,1.05336,n,1.51922,2,11,1
28,1.035505,3.028465,0.95343,0.941575,2.32509,1.482655,n,0.38871,2,8,1
28,4.977445,3.63842,1.070545,0.86631,4.0307,1.731075,space,0.754115,3,21,1
28,2.6814,1.93257,0.73036,1.061785,0.80195,2.917685,space,0.46498,1,19,1
28,2.641565,3.334485,0.83955,0.84701,0.87995,1.042675,space,1.07256,2,23,1
28,4.99568,1.36555,1.213855,0.718835,2.4433,1.343745,y,3.285575,1,4,1
28,1.72345,1.93204,0.88044,1.09722,1.231655,1.422875,y,0.770775,3,6,1
28,3.63101,2.73422,0.783845,1.19578,0.817835,0.751985,y,1.036625,3,3,1
28,1.36895,1.91631,0.932525,0.66301,3.262715,1.748085,space,0.618985,2,17,1
28,1.675495,3.61348,1.285885,0.865035,2.044085,0.84548,y,0.67604,2,5,1
28,1.66179,2.58158,0.83708,0.775835,2.134305,1.34888,space,1.002615,3,24,1
