participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
20,4.5048,13.490475,5.5698,5.586825,4.919985,1.81894,n,6.694505,3,11,1
20,2.925295,4.606915,1.384765,2.95348,2.3866,2.71298,space,4.68643,1,18,1
20,14.865055,5.93761,6.01266,3.176215,2.21908,1.58377,n,2.519445,1,12,1
20,2.525325,6.63021,2.624855,3.086675,2.31878,3.85382,space,1.15536,2,22,1
20,1.85599,15.060525,1.402435,1.267135,2.968665,3.654005,space,0.940345,3,23,1
20,84.65842,3.368675,1.28482,2.853905,1.353425,2.40422,n,2.4877,2,7,1
20,1.736925,27.241665,1.201085,1.649555,3.4191,1.563435,n,0.85612,2,10,1
20,2.50299,4.13685,2.326705,1.575065,1.66931,4.506395,y,1.46889,1,6,1
20,1.23573,17.334905,1.976555,4.453855,3.96938,4.62462,y,2.92461,2,1,1
20,13.25719,4.754155,1.02551,1.85622,3.220935,1.528855,space,0.268255,1,21,1
20,3.404755,9.625175,7.222005,7.021715,2.25276,1.59596,y,5.307105,2,4,1
20,1.65854,2.76711,1.40253,2.35225,1.10235,2.606165,space,0.3009,3,14,1
20,7.304245,43.89059,0.93391,1.208745,1.235425,1.3503,space,0.188945,3,17,1
20,4.237685,6.571285,1.886005,1.27078,1.76828,1.95191,space,0.010215,3,20,1
20,3.31126,2.776155,1.26806,1.859195,3.96957,2.25355,n,0.529,3,8,1
20,20.83401,7.47666,2.866735,4.90586,2.945735,1.001365,y,1.3914,3,5,1
20,1.494665,51.32936,1.339125,1.37453,2.65247,2.451825,space,0.233095,2,13,1
20,1.92472,2.58986,0.98541,2.20179,1.2411,3.72519,y,2.285285,1,9,1
20,1264.3242,12.77475,13.701325,2.898375,3.11834,3.1613,space,1.660635,2,19,1
20,2.586665,23.41105,1.11859,1.234375,1.43627,2.26266,y,5.01351,1,3,1
20,3.54265,4.140705,0.837755,1.28974,1.58922,2.068565,space,0.033145,1,24,1
20,1.195555,4.53105,1.750875,2.53533,1.59555,1.241915,space,0.001135,2,16,1
20,3.139625,11.811325,9.396195,1.311235,1.705025,1.41923,y,3.668165,3,2,1
20,2.854315,2.23426,1.126305,1.06802,1.62061,1.73839,space,0.338005,1,15,1
