participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
39,1,4.2104,1,positive
39,1,2.4257,2,none
39,4,5.6653,3,none
39,1,4.6672,4,negative
39,2,8.7951,5,none
39,1,2.3777,6,positive
39,1,2.1002,7,none
39,3,3.1188,8,negative
39,4,2.8976,9,none
39,4,6.2989,10,negative
39,4,3.3331,11,negative
39,4,4.3728,12,negative
39,1,3.7822,13,none
39,4,4.0887,14,negative
39,4,6.0786,15,negative
39,3,6.9519,16,none
39,4,10.4501,17,none
39,4,3.4477,18,negative
39,1,6.8963,19,positive
39,2,2.869,20,none
39,3,4.2031,21,negative
39,1,4.6822,22,positive
39,1,2.1377,23,none
39,4,2.2539,24,none
39,3,2.6902,25,positive
39,3,3.982,26,positive
39,1,7.7984,27,negative
39,3,5.2674,28,negative
39,4,4.4805,29,negative
39,4,2.8207,30,none
39,4,2.538,31,none
39,4,3.5186,32,negative
39,4,2.9681,33,none
39,4,5.5534,34,negative
39,1,2.8168,35,positive
39,3,5.8491,36,positive
39,1,5.5497,37,positive
39,1,3.0217,38,positive
39,3,7.2191,39,negative
39,1,2.6018,40,none
39,1,3.5889,41,positive
39,1,2.6173,42,positive
39,3,3.2838,43,positive
39,1,4.1975,44,positive
39,3,4.483,45,none
39,4,2.8731,46,negative
39,2,4.6009,47,none
39,3,4.5043,48,negative
39,2,7.7999,49,negative
39,4,4.0024,50,negative
39,1,4.5159,51,none
39,1,3.8698,52,positive
39,1,2.3644,53,none
39,2,5.0646,54,positive
39,1,2.2558,55,positive
39,1,2.5029,56,none
39,2,4.3488,57,positive
39,3,3.4519,58,positive
39,3,4.1155,59,positive
39,1,3.2686,60,positive
