participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
53,1,5.0416,1,positive
53,2,4.6583,2,none
53,2,4.5708,3,none
53,3,10.5647,4,negative
53,4,2.6745,5,none
53,1,2.7269,6,positive
53,3,4.4759,7,none
53,4,3.5046,8,negative
53,4,2.8324,9,none
53,3,4.825,10,negative
53,2,3.7249,11,negative
53,4,7.1949,12,negative
53,2,4.4573,13,none
53,2,3.6175,14,negative
53,3,9.2633,15,negative
53,3,7.5916,16,none
53,2,3.0585,17,none
53,4,2.5519,18,negative
53,1,4.7306,19,positive
53,2,3.0629,20,none
53,1,3.8995,21,negative
53,1,5.2867,22,positive
53,3,5.9003,23,none
53,2,2.6795,24,none
53,2,3.5974,25,positive
53,1,3.4285,26,positive
53,4,8.9766,27,negative
53,4,5.5781,28,negative
53,3,5.3453,29,negative
53,2,4.3869,30,none
53,2,5.258,31,none
53,3,3.9584,32,negative
53,2,2.0009,33,none
53,4,2.941,34,negative
53,1,3.8318,35,positive
53,2,5.3974,36,positive
53,3,9.3654,37,positive
53,1,1.5223,38,positive
53,3,4.1257,39,negative
53,4,3.719,40,none
53,1,3.136,41,positive
53,1,4.2328,42,positive
53,1,3.2999,43,positive
53,1,3.7497,44,positive
53,1,2.9261,45,none
53,3,6.1052,46,negative
53,2,3.002,47,none
53,4,3.9923,48,negative
53,3,4.2149,49,negative
53,3,3.8457,50,negative
53,3,3.735,51,none
53,2,3.1298,52,positive
53,2,2.6173,53,none
53,3,3.7262,54,positive
53,2,2.3103,55,positive
53,1,7.452,56,none
53,1,3.7877,57,positive
53,3,3.1025,58,positive
53,2,2.5567,59,positive
53,1,3.2009,60,positive
