participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
4,3,4.940245,1,positive
4,2,2.52497,2,none
4,2,5.116105,3,none
4,4,6.19129,4,negative
4,2,3.12553,5,none
4,4,2.492845,6,positive
4,2,2.809205,7,none
4,1,1.9581,8,negative
4,3,2.5089,9,none
4,2,3.624845,10,negative
4,1,2.69231,11,negative
4,1,1.81545,12,negative
4,3,3.511385,13,none
4,2,2.496415,14,negative
4,1,3.04076,15,negative
4,4,3.06293,16,none
4,1,2.726115,17,none
4,4,3.36019,18,negative
4,4,2.34564,19,positive
4,1,3.03138,20,none
4,1,1.681445,21,negative
4,4,1.92617,22,positive
4,4,2.430725,23,none
4,4,1.813215,24,none
4,4,1.68449,25,positive
4,4,2.26078,26,positive
4,1,4.44424,27,negative
4,3,3.828065,28,negative
4,1,3.044995,29,negative
4,4,1.961645,30,none
4,2,2.22905,31,none
4,1,1.64471,32,negative
4,4,1.338295,33,none
4,2,3.57595,34,negative
4,3,2.73184,35,positive
4,4,4.41356,36,positive
4,3,3.848195,37,positive
4,4,1.34295,38,positive
4,1,2.19608,39,negative
4,1,3.32611,40,none
4,4,1.994505,41,positive
4,4,1.75935,42,positive
4,3,3.443405,43,positive
4,3,3.125005,44,positive
4,3,2.12828,45,none
4,4,3.04364,46,negative
4,3,2.77703,47,none
4,2,2.10028,48,negative
4,3,3.899765,49,negative
4,1,1.96174,50,negative
4,2,2.977605,51,none
4,3,1.84486,52,positive
4,3,1.594525,53,none
4,4,2.64549,54,positive
4,3,3.16063,55,positive
4,3,2.760325,56,none
4,4,2.51418,57,positive
4,3,1.909465,58,positive
4,4,2.76404,59,positive
4,3,2.798055,60,positive
