participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
21,2,8.836845,1,positive
21,2,2.67924,2,none
21,3,3.709625,3,none
21,1,9.161915,4,negative
21,1,1.637435,5,none
21,1,1.283735,6,positive
21,3,3.42678,7,none
21,2,2.23986,8,negative
21,4,3.010635,9,none
21,2,5.348185,10,negative
21,2,3.35718,11,negative
21,3,2.999665,12,negative
21,3,3.84644,13,none
21,3,3.039175,14,negative
21,2,4.728725,15,negative
21,3,3.053995,16,none
21,2,2.15081,17,none
21,2,3.724245,18,negative
21,4,7.31986,19,positive
21,4,1.81341,20,none
21,2,3.42094,21,negative
21,2,3.681035,22,positive
21,1,4.151175,23,none
21,4,3.65401,24,none
21,2,3.844925,25,positive
21,2,3.821085,26,positive
21,4,5.525835,27,negative
21,4,6.202655,28,negative
21,3,4.139475,29,negative
21,3,3.376765,30,none
21,3,1.9514,31,none
21,4,2.530905,32,negative
21,2,2.084235,33,none
21,3,2.874955,34,negative
21,3,3.72044,35,positive
21,2,6.300695,36,positive
21,3,4.40846,37,positive
21,1,2.128065,38,positive
21,4,5.21384,39,negative
21,1,3.066645,40,none
21,3,4.48674,41,positive
21,1,2.61683,42,positive
21,1,3.32737,43,positive
21,2,5.295045,44,positive
21,1,3.181225,45,none
21,4,2.52091,46,negative
21,3,5.04149,47,none
21,4,6.99576,48,negative
21,1,2.26557,49,negative
21,4,3.81196,50,negative
21,1,2.548255,51,none
21,2,2.89537,52,positive
21,2,3.812535,53,none
21,3,2.40296,54,positive
21,2,2.961945,55,positive
21,2,2.41734,56,none
21,2,4.1944,57,positive
21,3,2.24099,58,positive
21,1,3.369125,59,positive
21,1,4.689395,60,positive
