participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
57,1,6.781,1,positive
57,4,6.142,2,none
57,1,5.113,3,none
57,3,8.937,4,negative
57,3,6.576,5,none
57,2,7.148,6,positive
57,1,4.983,7,none
57,3,6.193,8,negative
57,2,8.249,9,none
57,1,5.849,10,negative
57,1,4.709,11,negative
57,4,8.061,12,negative
57,4,3.73,13,none
57,3,8.578,14,negative
57,2,11.072,15,negative
57,4,3.326,16,none
57,2,6.461,17,none
57,4,4.737,18,negative
57,1,8.814,19,positive
57,1,5.261,20,none
57,2,6.54,21,negative
57,1,5.486,22,positive
57,4,5.291,23,none
57,1,5.155,24,none
57,1,8.745,25,positive
57,1,6.465,26,positive
57,2,24.131,27,negative
57,4,5.799,28,negative
57,1,8.136,29,negative
57,3,6.762,30,none
57,2,3.608,31,none
57,4,5.431,32,negative
57,1,4.249,33,none
57,2,4.878,34,negative
57,3,4.278,35,positive
57,3,6.857,36,positive
57,1,6.466,37,positive
57,1,3.694,38,positive
57,2,6.69,39,negative
57,4,6.711,40,none
57,2,6.907,41,positive
57,1,4.779,42,positive
57,3,9.959,43,positive
57,1,5.345,44,positive
57,1,4.914,45,none
57,2,4.649,46,negative
57,4,4.47,47,none
57,3,7.676,48,negative
57,3,9.038,49,negative
57,4,8.144,50,negative
57,1,5.633,51,none
57,2,10.042,52,positive
57,1,2.827,53,none
57,2,5.074,54,positive
57,1,4.487,55,positive
57,3,4.91,56,none
57,3,9.623,57,positive
57,2,5.493,58,positive
57,4,4.945,59,positive
57,2,6.607,60,positive
