participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
48,1,3.2321,1,positive
48,1,2.2512,2,none
48,4,6.6608,3,none
48,4,32.3641,4,negative
48,1,4.385,5,none
48,2,3.1683,6,positive
48,3,5.45,7,none
48,3,8.7837,8,negative
48,4,2.9456,9,none
48,4,6.0035,10,negative
48,4,4.0474,11,negative
48,4,3.399,12,negative
48,1,5.1592,13,none
48,4,4.6877,14,negative
48,3,6.7783,15,negative
48,4,3.4001,16,none
48,4,6.05,17,none
48,4,4.687,18,negative
48,1,6.6271,19,positive
48,1,0.1443,20,none
48,4,7.7594,21,negative
48,1,2.5241,22,positive
48,3,15.9357,23,none
48,4,2.7074,24,none
48,1,5.0446,25,positive
48,1,2.8316,26,positive
48,4,4.2639,27,negative
48,1,8.1385,28,negative
48,4,8.063,29,negative
48,4,2.617,30,none
48,4,3.1748,31,none
48,4,2.4602,32,negative
48,2,3.1809,33,none
48,2,8.6826,34,negative
48,1,3.7876,35,positive
48,1,4.7851,36,positive
48,2,5.6253,37,positive
48,4,2.6389,38,positive
48,4,5.6315,39,negative
48,4,8.9474,40,none
48,1,4.6093,41,positive
48,2,3.2625,42,positive
48,1,4.3416,43,positive
48,1,3.919,44,positive
48,2,3.9777,45,none
48,4,3.7711,46,negative
48,4,2.9221,47,none
48,4,5.6297,48,negative
48,2,7.392,49,negative
48,1,5.4367,50,negative
48,4,4.6403,51,none
48,1,5.285,52,positive
48,2,2.9965,53,none
48,1,6.8092,54,positive
48,1,3.4485,55,positive
48,2,3.1655,56,none
48,1,5.5949,57,positive
48,3,4.8569,58,positive
48,3,3.7,59,positive
48,2,5.7165,60,positive
