participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
42,2,11.9873,1,positive
42,4,2.7537,2,none
42,2,3.4029,3,none
42,3,5.6376,4,negative
42,1,1.502,5,none
42,3,4.8558,6,positive
42,3,5.9072,7,none
42,3,2.64,8,negative
42,4,3.1205,9,none
42,3,5.1564,10,negative
42,3,5.0385,11,negative
42,4,2.0364,12,negative
42,3,3.3539,13,none
42,4,2.9696,14,negative
42,4,4.7393,15,negative
42,4,4.4716,16,none
42,3,2.7362,17,none
42,4,2.3764,18,negative
42,1,3.7214,19,positive
42,2,3.0356,20,none
42,3,3.7567,21,negative
42,2,3.3034,22,positive
42,3,4.4893,23,none
42,3,4.3051,24,none
42,2,2.1024,25,positive
42,1,5.2223,26,positive
42,3,5.7234,27,negative
42,3,3.9052,28,negative
42,3,3.4697,29,negative
42,4,2.4862,30,none
42,4,4.1553,31,none
42,4,7.3583,32,negative
42,4,3.3389,33,none
42,4,4.4377,34,negative
42,3,2.6705,35,positive
42,2,4.5538,36,positive
42,3,8.4933,37,positive
42,1,2.7205,38,positive
42,3,6.2397,39,negative
42,2,5.2053,40,none
42,1,6.3235,41,positive
42,1,2.2697,42,positive
42,2,3.9544,43,positive
42,2,3.7045,44,positive
42,2,2.7373,45,none
42,3,3.4371,46,negative
42,4,2.6366,47,none
42,4,2.5366,48,negative
42,3,3.5039,49,negative
42,4,4.489,50,negative
42,1,3.0355,51,none
42,1,3.8026,52,positive
42,2,2.3693,53,none
42,3,4.0884,54,positive
42,2,3.6715,55,positive
42,2,10.5105,56,none
42,1,20.8052,57,positive
42,2,2.9706,58,positive
42,3,4.1532,59,positive
42,1,4.2489,60,positive
