participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
49,1,7.428,1,positive
49,1,2.766,2,none
49,3,9.894,3,none
49,1,10.089,4,negative
49,4,3.516,5,none
49,1,2.271,6,positive
49,4,5.34,7,none
49,4,5.002,8,negative
49,4,5.445,9,none
49,4,4.703,10,negative
49,4,3.696,11,negative
49,4,4.119,12,negative
49,4,4.178,13,none
49,4,8.213,14,negative
49,4,13.219,15,negative
49,4,4.14,16,none
49,3,5.389,17,none
49,4,3.439,18,negative
49,1,6.744,19,positive
49,1,5.556,20,none
49,4,4.096,21,negative
49,2,5.604,22,positive
49,3,6.396,23,none
49,1,3.457,24,none
49,2,3.545,25,positive
49,1,4.48,26,positive
49,4,6.369,27,negative
49,4,6.119,28,negative
49,4,4.344,29,negative
49,4,2.513,30,none
49,4,8.611,31,none
49,4,2.871,32,negative
49,3,6.872,33,none
49,4,3.222,34,negative
49,1,5.153,35,positive
49,1,4.087,36,positive
49,1,4.088,37,positive
49,1,1.963,38,positive
49,1,3.179,39,negative
49,2,6.719,40,none
49,2,4.398,41,positive
49,1,2.887,42,positive
49,1,3.044,43,positive
49,1,3.76,44,positive
49,4,3.165,45,none
49,4,2.804,46,negative
49,4,3.144,47,none
49,4,4.706,48,negative
49,4,4.594,49,negative
49,4,3.956,50,negative
49,2,4.738,51,none
49,2,4.695,52,positive
49,4,3.505,53,none
49,1,5.812,54,positive
49,1,3.312,55,positive
49,3,10.553,56,none
49,1,3.126,57,positive
49,1,2.223,58,positive
49,4,5.154,59,positive
49,1,4.079,60,positive
