participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
60,1,12.5542,1,positive
60,2,6.9747,2,none
60,3,4.5986,3,none
60,3,10.8313,4,negative
60,3,1.9537,5,none
60,3,3.6492,6,positive
60,2,3.6365,7,none
60,3,4.2213,8,negative
60,4,6.3104,9,none
60,3,5.537,10,negative
60,2,5.2661,11,negative
60,4,5.047,12,negative
60,2,4.5961,13,none
60,3,4.7894,14,negative
60,2,5.5817,15,negative
60,3,4.9613,16,none
60,2,5.4573,17,none
60,4,4.4613,18,negative
60,2,10.351,19,positive
60,2,3.7315,20,none
60,3,5.1691,21,negative
60,2,1.8732,22,positive
60,2,4.0205,23,none
60,3,3.4375,24,none
60,2,2.0482,25,positive
60,2,2.3851,26,positive
60,2,4.3012,27,negative
60,3,4.3073,28,negative
60,2,4.2176,29,negative
60,2,3.0834,30,none
60,4,2.6649,31,none
60,3,3.4983,32,negative
60,1,2.6217,33,none
60,2,2.6825,34,negative
60,3,3.7559,35,positive
60,3,4.7741,36,positive
60,3,5.0704,37,positive
60,1,2.6865,38,positive
60,2,5.6738,39,negative
60,1,3.376,40,none
60,2,3.7441,41,positive
60,2,0.2494,42,positive
60,3,5.6643,43,positive
60,2,2.7945,44,positive
60,3,3.2025,45,none
60,3,4.0859,46,negative
60,4,3.9107,47,none
60,3,3.8628,48,negative
60,2,3.0648,49,negative
60,3,2.7039,50,negative
60,1,3.7986,51,none
60,3,3.4476,52,positive
60,2,13.0745,53,none
60,3,2.8786,54,positive
60,2,3.655,55,positive
60,2,3.5115,56,none
60,3,3.1418,57,positive
60,2,2.2405,58,positive
60,3,2.1842,59,positive
60,2,2.4796,60,positive
