participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
40,2,3.2336,1,positive
40,3,3.1627,2,none
40,3,2.3679,3,none
40,4,7.1186,4,negative
40,2,3.3983,5,none
40,1,1.7669,6,positive
40,2,2.1234,7,none
40,3,4.0591,8,negative
40,4,3.2127,9,none
40,4,5.3196,10,negative
40,4,4.3138,11,negative
40,4,4.3817,12,negative
40,2,6.5128,13,none
40,3,2.3732,14,negative
40,3,7.1765,15,negative
40,4,5.2726,16,none
40,2,4.262,17,none
40,4,3.2796,18,negative
40,1,4.7074,19,positive
40,3,2.9135,20,none
40,4,4.1125,21,negative
40,2,2.3419,22,positive
40,1,4.3075,23,none
40,3,2.4442,24,none
40,1,2.5923,25,positive
40,2,2.7108,26,positive
40,4,4.2573,27,negative
40,3,4.8274,28,negative
40,4,8.0097,29,negative
40,4,3.3536,30,none
40,3,2.5693,31,none
40,3,2.613,32,negative
40,3,2.5451,33,none
40,4,2.6198,34,negative
40,1,4.9723,35,positive
40,1,4.7046,36,positive
40,2,3.0435,37,positive
40,2,2.1114,38,positive
40,3,3.9863,39,negative
40,2,2.7188,40,none
40,2,3.1542,41,positive
40,2,2.6279,42,positive
40,1,2.8195,43,positive
40,1,2.4784,44,positive
40,3,2.4463,45,none
40,4,2.9977,46,negative
40,4,2.0247,47,none
40,4,4.6418,48,negative
40,3,7.9231,49,negative
40,3,2.7399,50,negative
40,4,3.6103,51,none
40,1,2.8105,52,positive
40,3,1.5413,53,none
40,2,2.552,54,positive
40,1,2.7675,55,positive
40,2,2.6853,56,none
40,3,4.2173,57,positive
40,2,1.6805,58,positive
40,2,2.7066,59,positive
40,1,3.0806,60,positive
