participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
35,2,4.47,1,positive
35,3,3.168,2,none
35,2,2.957,3,none
35,3,20.315,4,negative
35,3,2.872,5,none
35,2,6.675,6,positive
35,2,3.751,7,none
35,3,1.85,8,negative
35,3,5.303,9,none
35,3,3.605,10,negative
35,4,4.369,11,negative
35,4,4.152,12,negative
35,3,2.149,13,none
35,3,3.955,14,negative
35,2,30.51,15,negative
35,4,3.199,16,none
35,3,3.799,17,none
35,4,2.364,18,negative
35,2,4.59,19,positive
35,3,3.488,20,none
35,3,3.485,21,negative
35,2,4.225,22,positive
35,3,3.849,23,none
35,4,4.553,24,none
35,2,6.686,25,positive
35,2,2.47,26,positive
35,3,9.263,27,negative
35,4,3.565,28,negative
35,3,4.318,29,negative
35,3,7.435,30,none
35,3,2.069,31,none
35,4,9.773,32,negative
35,2,3.117,33,none
35,3,2.131,34,negative
35,2,3.535,35,positive
35,2,2.567,36,positive
35,2,2.738,37,positive
35,1,4.088,38,positive
35,2,9.056,39,negative
35,3,4.996,40,none
35,2,2.45,41,positive
35,2,4.307,42,positive
35,2,3.38,43,positive
35,2,2.583,44,positive
35,3,2.766,45,none
35,3,2.715,46,negative
35,2,2.549,47,none
35,3,3.888,48,negative
35,3,3.018,49,negative
35,3,3.317,50,negative
35,2,2.915,51,none
35,2,2.848,52,positive
35,3,3.285,53,none
35,2,8.405,54,positive
35,2,4.254,55,positive
35,2,1.915,56,none
35,2,3.665,57,positive
35,3,2.016,58,positive
35,2,3.734,59,positive
35,2,2.199,60,positive
