participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
12,1,8.7844,1,positive
12,3,7.080155,2,none
12,4,4.197525,3,none
12,4,8.332275,4,negative
12,2,3.63324,5,none
12,3,6.198465,6,positive
12,2,4.782705,7,none
12,2,5.41581,8,negative
12,4,4.14845,9,none
12,4,4.98383,10,negative
12,4,6.865005,11,negative
12,3,8.59771,12,negative
12,4,3.71615,13,none
12,3,5.10035,14,negative
12,3,6.49695,15,negative
12,4,7.73827,16,none
12,3,11.64806,17,none
12,4,4.19866,18,negative
12,3,8.715595,19,positive
12,1,5.999935,20,none
12,4,3.751675,21,negative
12,1,3.149745,22,positive
12,3,7.29941,23,none
12,2,3.415175,24,none
12,1,3.149245,25,positive
12,1,3.88197,26,positive
12,2,5.57939,27,negative
12,2,4.68411,28,negative
12,4,6.15223,29,negative
12,3,3.77017,30,none
12,3,10.817975,31,none
12,4,4.467845,32,negative
12,3,2.846895,33,none
12,2,4.701725,34,negative
12,2,5.46549,35,positive
12,1,4.098425,36,positive
12,2,7.51544,37,positive
12,1,2.734495,38,positive
12,1,3.64907,39,negative
12,2,5.54786,40,none
12,2,6.01266,41,positive
12,1,3.73074,42,positive
12,1,4.2336,43,positive
12,1,3.53488,44,positive
12,2,4.38256,45,none
12,4,4.54447,46,negative
12,3,4.345885,47,none
12,4,2.882305,48,negative
12,3,6.517845,49,negative
12,3,4.63363,50,negative
12,2,3.98054,51,none
12,1,3.398395,52,positive
12,3,2.7666,53,none
12,2,4.163485,54,positive
12,3,13.731715,55,positive
12,1,3.01528,56,none
12,4,5.399835,57,positive
12,2,3.198875,58,positive
12,3,3.629885,59,positive
12,1,3.767755,60,positive
