participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
16,2,2.741525,1,positive
16,4,2.356695,2,none
16,4,1.46092,3,none
16,3,4.261025,4,negative
16,2,3.46706,5,none
16,1,2.442365,6,positive
16,2,4.488855,7,none
16,1,2.124995,8,negative
16,2,2.15956,9,none
16,3,2.13892,10,negative
16,4,2.379455,11,negative
16,4,2.424805,12,negative
16,2,7.452415,13,none
16,3,2.056405,14,negative
16,3,3.433715,15,negative
16,4,2.81127,16,none
16,2,3.460815,17,none
16,4,2.20943,18,negative
16,3,2.51471,19,positive
16,1,1.99346,20,none
16,2,4.53857,21,negative
16,4,3.029425,22,positive
16,2,4.519925,23,none
16,3,1.704535,24,none
16,3,1.246705,25,positive
16,2,2.031795,26,positive
16,2,3.7352,27,negative
16,3,4.676845,28,negative
16,2,2.57543,29,negative
16,4,2.04469,30,none
16,4,1.358245,31,none
16,3,3.449145,32,negative
16,2,2.448125,33,none
16,3,2.415445,34,negative
16,4,1.944875,35,positive
16,3,8.4311,36,positive
16,2,4.30682,37,positive
16,2,4.878385,38,positive
16,1,3.1447,39,negative
16,3,1.8334,40,none
16,2,1.68424,41,positive
16,3,1.926615,42,positive
16,1,3.71727,43,positive
16,3,2.49759,44,positive
16,4,1.999865,45,none
16,2,3.29506,46,negative
16,1,2.867505,47,none
16,3,1.63363,48,negative
16,2,4.646685,49,negative
16,1,3.154665,50,negative
16,2,5.332635,51,none
16,3,1.8578,52,positive
16,1,2.069815,53,none
16,3,2.30744,54,positive
16,2,1.74242,55,positive
16,1,1.80997,56,none
16,4,2.74081,57,positive
16,3,1.35317,58,positive
16,4,2.86698,59,positive
16,2,3.329805,60,positive
