participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
33,1,5.7538,1,positive
33,2,4.788,2,none
33,4,2.5189,3,none
33,3,7.0544,4,negative
33,4,3.2853,5,none
33,3,3.1017,6,positive
33,1,2.4679,7,none
33,3,5.754,8,negative
33,3,6.2705,9,none
33,4,3.752,10,negative
33,4,2.7701,11,negative
33,4,2.7688,12,negative
33,3,5.3028,13,none
33,4,3.4525,14,negative
33,3,3.8854,15,negative
33,4,3.4694,16,none
33,3,3.4852,17,none
33,4,2.3685,18,negative
33,2,4.1854,19,positive
33,2,6.2047,20,none
33,3,8.0212,21,negative
33,1,2.9515,22,positive
33,3,4.1021,23,none
33,2,3.3518,24,none
33,2,2.9182,25,positive
33,2,2.5034,26,positive
33,4,5.7214,27,negative
33,4,5.0703,28,negative
33,4,3.7697,29,negative
33,4,4.9702,30,none
33,2,7.0888,31,none
33,4,3.1038,32,negative
33,3,4.0861,33,none
33,4,5.6717,34,negative
33,1,3.4196,35,positive
33,2,4.3024,36,positive
33,2,3.3525,37,positive
33,1,2.1011,38,positive
33,3,4.0519,39,negative
33,3,3.6184,40,none
33,1,2.9515,41,positive
33,2,3.1189,42,positive
33,1,3.5518,43,positive
33,2,4.003,44,positive
33,4,3.6025,45,none
33,4,2.3678,46,negative
33,1,2.3512,47,none
33,4,3.9018,48,negative
33,3,9.3718,49,negative
33,2,3.2849,50,negative
33,1,2.9355,51,none
33,2,4.6199,52,positive
33,1,1.9689,53,none
33,2,3.3193,54,positive
33,2,2.518,55,positive
33,2,3.2881,56,none
33,1,5.5206,57,positive
33,2,2.3345,58,positive
33,3,3.3876,59,positive
33,2,2.987,60,positive
