participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
37,3,4.0745,1,positive
37,2,5.5582,2,none
37,4,2.3899,3,none
37,2,8.9239,4,negative
37,3,1.7219,5,none
37,2,2.7601,6,positive
37,1,2.8035,7,none
37,2,2.1269,8,negative
37,4,2.055,9,none
37,3,4.6903,10,negative
37,4,12.7646,11,negative
37,3,4.6989,12,negative
37,1,3.2275,13,none
37,3,7.1765,14,negative
37,4,5.4126,15,negative
37,4,5.8906,16,none
37,4,13.0042,17,none
37,4,2.33,18,negative
37,1,4.9877,19,positive
37,1,2.3032,20,none
37,2,2.8469,21,negative
37,3,3.9774,22,positive
37,1,1.7941,23,none
37,1,2.3611,24,none
37,3,2.2985,25,positive
37,1,3.2759,26,positive
37,4,4.1688,27,negative
37,2,4.695,28,negative
37,3,3.643,29,negative
37,3,2.2627,30,none
37,4,1.4232,31,none
37,4,2.3241,32,negative
37,2,1.5734,33,none
37,2,3.426,34,negative
37,3,2.2134,35,positive
37,2,3.9775,36,positive
37,3,4.1617,37,positive
37,1,1.8527,38,positive
37,2,4.2753,39,negative
37,4,2.0457,40,none
37,3,4.7735,41,positive
37,1,2.5619,42,positive
37,1,3.4869,43,positive
37,1,3.2022,44,positive
37,3,2.2432,45,none
37,3,2.7625,46,negative
37,4,2.0366,47,none
37,3,3.8557,48,negative
37,3,4.682,49,negative
37,4,3.5118,50,negative
37,4,2.6085,51,none
37,2,3.3199,52,positive
37,2,1.7207,53,none
37,3,4.2272,54,positive
37,2,3.6202,55,positive
37,1,2.8427,56,none
37,1,4.214,57,positive
37,3,2.2015,58,positive
37,2,5.76,59,positive
37,2,1.9594,60,positive
