participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
54,1,5.1877,1,positive
54,3,2.2126,2,none
54,1,2.4122,3,none
54,3,4.3788,4,negative
54,1,1.8296,5,none
54,1,0.8914,6,positive
54,2,3.162,7,none
54,4,2.2665,8,negative
54,4,3.676,9,none
54,3,6.4602,10,negative
54,4,3.5808,11,negative
54,4,3.3418,12,negative
54,3,2.9779,13,none
54,4,3.7429,14,negative
54,4,2.7426,15,negative
54,4,55.7656,16,none
54,3,3.2799,17,none
54,4,23.7465,18,negative
54,2,3.8694,19,positive
54,2,7.55,20,none
54,4,3.0627,21,negative
54,1,2.2159,22,positive
54,2,2.9091,23,none
54,1,1.8884,24,none
54,1,1.4268,25,positive
54,1,1.4784,26,positive
54,4,2.8129,27,negative
54,3,4.6932,28,negative
54,3,15.818,29,negative
54,3,2.3867,30,none
54,2,2.7481,31,none
54,4,2.5262,32,negative
54,1,1.7648,33,none
54,3,2.5767,34,negative
54,1,3.3785,35,positive
54,1,2.496,36,positive
54,3,3.3764,37,positive
54,1,1.8294,38,positive
54,1,4.4303,39,negative
54,2,2.6112,40,none
54,1,1.8594,41,positive
54,1,2.8081,42,positive
54,1,23.6679,43,positive
54,3,24.6159,44,positive
54,3,7.4145,45,none
54,4,3.0715,46,negative
54,4,2.2988,47,none
54,4,3.0508,48,negative
54,4,6.5941,49,negative
54,4,2.4693,50,negative
54,2,7.9032,51,none
54,2,2.0781,52,positive
54,2,6.9595,53,none
54,2,3.8531,54,positive
54,2,1.5492,55,positive
54,2,1.8353,56,none
54,3,7.8608,57,positive
54,2,1.3163,58,positive
54,1,1.7278,59,positive
54,1,3.2824,60,positive
