participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
59,3,7.6637,1,positive
59,1,9.5589,2,none
59,3,5.9168,3,none
59,2,21.6112,4,negative
59,4,4.533,5,none
59,3,3.6454,6,positive
59,1,4.9943,7,none
59,3,13.196,8,negative
59,4,3.9326,9,none
59,2,7.3957,10,negative
59,3,10.7008,11,negative
59,2,10.6282,12,negative
59,3,4.6063,13,none
59,3,8.5487,14,negative
59,3,12.2438,15,negative
59,3,6.6028,16,none
59,4,5.0476,17,none
59,1,6.1799,18,negative
59,2,10.2831,19,positive
59,2,5.7232,20,none
59,1,14.9104,21,negative
59,3,5.0596,22,positive
59,1,7.2645,23,none
59,1,5.6716,24,none
59,3,6.9165,25,positive
59,3,5.6774,26,positive
59,2,8.8987,27,negative
59,1,13.5611,28,negative
59,2,9.3322,29,negative
59,3,3.8627,30,none
59,4,5.3929,31,none
59,1,5.4021,32,negative
59,2,3.5627,33,none
59,3,6.4515,34,negative
59,2,5.6711,35,positive
59,3,17.0296,36,positive
59,2,11.1388,37,positive
59,2,4.1103,38,positive
59,2,13.6399,39,negative
59,4,5.585,40,none
59,2,6.2879,41,positive
59,4,7.9055,42,positive
59,1,6.556,43,positive
59,2,8.0244,44,positive
59,3,15.9969,45,none
59,1,5.506,46,negative
59,4,4.7286,47,none
59,1,6.7069,48,negative
59,1,14.7345,49,negative
59,1,5.2149,50,negative
59,2,4.8343,51,none
59,2,9.8071,52,positive
59,4,3.1329,53,none
59,2,4.4241,54,positive
59,3,4.1253,55,positive
59,2,3.8602,56,none
59,3,5.7507,57,positive
59,2,2.8701,58,positive
59,3,5.0287,59,positive
59,2,6.5693,60,positive
