participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
10,3,8.093705,1,positive
10,1,1.77828,2,none
10,4,3.20357,3,none
10,2,9.36012,4,negative
10,2,2.074145,5,none
10,3,2.4812,6,positive
10,1,4.877765,7,none
10,2,2.43285,8,negative
10,4,3.18648,9,none
10,2,4.724955,10,negative
10,2,3.995785,11,negative
10,2,3.722575,12,negative
10,2,2.927635,13,none
10,2,5.067475,14,negative
10,2,3.9578,15,negative
10,3,5.766175,16,none
10,3,3.520095,17,none
10,2,3.72784,18,negative
10,3,5.319535,19,positive
10,1,3.336745,20,none
10,1,4.529085,21,negative
10,3,2.38804,22,positive
10,2,3.8491,23,none
10,2,2.266895,24,none
10,3,2.61489,25,positive
10,3,4.526985,26,positive
10,2,4.84873,27,negative
10,1,3.86246,28,negative
10,2,4.20013,29,negative
10,1,3.899635,30,none
10,3,3.242025,31,none
10,2,3.24029,32,negative
10,4,4.2625,33,none
10,2,3.03458,34,negative
10,4,2.620615,35,positive
10,3,5.51596,36,positive
10,3,4.395465,37,positive
10,1,1.611055,38,positive
10,3,7.10685,39,negative
10,2,3.552405,40,none
10,3,4.525635,41,positive
10,3,3.635895,42,positive
10,2,4.727425,43,positive
10,3,8.053745,44,positive
10,2,3.43653,45,none
10,1,3.152975,46,negative
10,2,2.83431,47,none
10,2,3.13565,48,negative
10,2,4.386185,49,negative
10,3,3.564355,50,negative
10,2,2.90584,51,none
10,3,4.345195,52,positive
10,2,1.683965,53,none
10,3,3.43794,54,positive
10,2,2.85995,55,positive
10,2,2.282555,56,none
10,3,3.20355,57,positive
10,3,3.732115,58,positive
10,3,2.18786,59,positive
10,3,5.08025,60,positive
