participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
52,2,14.165,1,positive
52,3,2.5796,2,none
52,1,3.2786,3,none
52,3,12.9456,4,negative
52,1,2.5194,5,none
52,1,3.0967,6,positive
52,1,5.4493,7,none
52,2,4.912,8,negative
52,4,5.7211,9,none
52,3,6.38,10,negative
52,2,4.5613,11,negative
52,2,6.5836,12,negative
52,3,4.9105,13,none
52,3,6.7481,14,negative
52,3,7.9818,15,negative
52,4,4.5386,16,none
52,3,4.3642,17,none
52,4,5.5972,18,negative
52,2,8.941,19,positive
52,1,2.3793,20,none
52,3,7.0557,21,negative
52,1,3.133,22,positive
52,2,4.18,23,none
52,3,5.5814,24,none
52,2,6.0682,25,positive
52,2,8.5645,26,positive
52,3,7.46,27,negative
52,3,7.4654,28,negative
52,3,9.7977,29,negative
52,4,4.8025,30,none
52,3,2.716,31,none
52,3,2.8368,32,negative
52,1,3.8058,33,none
52,3,3.9142,34,negative
52,2,5.8454,35,positive
52,1,5.4825,36,positive
52,3,5.9814,37,positive
52,2,4.2698,38,positive
52,2,5.4823,39,negative
52,3,4.1288,40,none
52,2,4.796,41,positive
52,2,2.9969,42,positive
52,2,3.778,43,positive
52,3,5.3291,44,positive
52,1,4.0198,45,none
52,4,5.5048,46,negative
52,2,3.7165,47,none
52,4,3.7683,48,negative
52,4,4.8499,49,negative
52,3,4.8984,50,negative
52,1,7.1689,51,none
52,2,3.6637,52,positive
52,2,1.5771,53,none
52,2,3.547,54,positive
52,2,2.7805,55,positive
52,1,4.5637,56,none
52,3,3.9718,57,positive
52,2,3.3949,58,positive
52,2,3.1898,59,positive
52,2,4.9803,60,positive
