participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
56,2,15.115,1,positive
56,2,6.77,2,none
56,3,4.148,3,none
56,3,17.719,4,negative
56,1,4.912,5,none
56,3,6.61,6,positive
56,3,6.348,7,none
56,1,3.711,8,negative
56,3,8.416,9,none
56,4,8.015,10,negative
56,4,8.346,11,negative
56,4,7.19,12,negative
56,3,6.137,13,none
56,2,7.029,14,negative
56,3,6.222,15,negative
56,4,2.397,16,none
56,3,6.145,17,none
56,4,5.302,18,negative
56,1,7.201,19,positive
56,1,4.918,20,none
56,4,5.763,21,negative
56,1,2.334,22,positive
56,2,5.946,23,none
56,3,4.664,24,none
56,1,3.26,25,positive
56,1,2.742,26,positive
56,3,11.748,27,negative
56,4,9.33,28,negative
56,4,13.55,29,negative
56,4,6.395,30,none
56,3,4.296,31,none
56,3,4.744,32,negative
56,4,3.202,33,none
56,4,6.576,34,negative
56,3,4.227,35,positive
56,2,6.524,36,positive
56,3,8.961,37,positive
56,1,3.681,38,positive
56,4,7.459,39,negative
56,3,7.457,40,none
56,1,5.896,41,positive
56,1,2.926,42,positive
56,1,5.799,43,positive
56,1,2.883,44,positive
56,1,2.37,45,none
56,4,5.91,46,negative
56,4,4.245,47,none
56,4,8.854,48,negative
56,3,10.621,49,negative
56,4,5.417,50,negative
56,3,7.616,51,none
56,1,4.997,52,positive
56,1,3.365,53,none
56,1,6.783,54,positive
56,2,11.872,55,positive
56,2,3.193,56,none
56,3,6.504,57,positive
56,2,2.005,58,positive
56,1,2.68,59,positive
56,1,2.777,60,positive
