participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
6,4,7.78216,1,positive
6,2,2.337695,2,none
6,4,3.73528,3,none
6,1,6.60705,4,negative
6,4,3.657905,5,none
6,4,1.91343,6,positive
6,4,2.306025,7,none
6,1,42.110055,8,negative
6,4,4.27016,9,none
6,1,3.88682,10,negative
6,4,4.87145,11,negative
6,2,4.62298,12,negative
6,2,3.73751,13,none
6,1,4.80626,14,negative
6,1,4.352765,15,negative
6,4,13.307455,16,none
6,2,4.275,17,none
6,4,5.21775,18,negative
6,4,4.511955,19,positive
6,1,3.574105,20,none
6,1,3.378315,21,negative
6,4,2.120565,22,positive
6,3,8.41306,23,none
6,2,5.22057,24,none
6,4,3.591325,25,positive
6,4,2.95564,26,positive
6,1,10.12868,27,negative
6,1,5.47421,28,negative
6,1,3.94167,29,negative
6,2,3.605725,30,none
6,4,2.218325,31,none
6,3,4.039255,32,negative
6,4,3.225365,33,none
6,1,4.587095,34,negative
6,4,3.74421,35,positive
6,4,10.323465,36,positive
6,3,5.37195,37,positive
6,2,2.918965,38,positive
6,1,6.60812,39,negative
6,4,5.586625,40,none
6,4,3.50822,41,positive
6,1,4.80641,42,positive
6,3,6.767975,43,positive
6,4,3.35725,44,positive
6,3,5.196605,45,none
6,3,8.25939,46,negative
6,4,5.06028,47,none
6,2,4.74315,48,negative
6,3,4.753265,49,negative
6,2,4.421975,50,negative
6,4,4.143025,51,none
6,4,5.223215,52,positive
6,3,3.71103,53,none
6,4,7.943665,54,positive
6,4,2.33368,55,positive
6,3,3.34359,56,none
6,2,7.2386,57,positive
6,4,2.658885,58,positive
6,3,3.330195,59,positive
6,4,4.666115,60,positive
