participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
46,1,7.2273,1,positive
46,4,8.3461,2,none
46,4,5.1781,3,none
46,4,7.3968,4,negative
46,3,5.5407,5,none
46,4,9.4752,6,positive
46,3,13.5487,7,none
46,4,5.4114,8,negative
46,4,6.1596,9,none
46,4,7.9268,10,negative
46,2,12.4979,11,negative
46,4,4.6097,12,negative
46,4,7.0331,13,none
46,4,4.7006,14,negative
46,3,12.6667,15,negative
46,3,10.5008,16,none
46,3,8.4466,17,none
46,4,5.5563,18,negative
46,4,6.6948,19,positive
46,3,36.6814,20,none
46,4,5.3646,21,negative
46,3,4.2834,22,positive
46,4,7.0155,23,none
46,3,6.6188,24,none
46,2,6.4461,25,positive
46,1,5.6835,26,positive
46,4,21.1805,27,negative
46,4,15.7331,28,negative
46,2,18.8772,29,negative
46,3,6.4665,30,none
46,4,4.5494,31,none
46,4,3.8999,32,negative
46,4,5.4186,33,none
46,3,7.8637,34,negative
46,1,8.7478,35,positive
46,1,8.1089,36,positive
46,1,13.5644,37,positive
46,1,2.9284,38,positive
46,1,15.9184,39,negative
46,4,9.4492,40,none
46,1,5.4008,41,positive
46,1,7.5672,42,positive
46,1,7.1302,43,positive
46,1,5.23,44,positive
46,3,6.1948,45,none
46,3,8.8188,46,negative
46,2,8.5958,47,none
46,3,9.513,48,negative
46,1,16.6837,49,negative
46,4,8.4107,50,negative
46,2,9.4959,51,none
46,1,7.4347,52,positive
46,3,4.8849,53,none
46,1,5.9142,54,positive
46,1,2.6474,55,positive
46,1,7.1487,56,none
46,1,7.3138,57,positive
46,2,10.7656,58,positive
46,2,10.6465,59,positive
46,1,3.5508,60,positive
