participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
58,3,8.5163,1,positive
58,4,3.3781,2,none
58,2,2.1561,3,none
58,2,6.8567,4,negative
58,3,5.3029,5,none
58,1,4.2733,6,positive
58,1,3.9009,7,none
58,2,2.0843,8,negative
58,3,2.8371,9,none
58,3,4.4729,10,negative
58,3,4.3205,11,negative
58,4,2.5849,12,negative
58,2,2.685,13,none
58,2,3.3435,14,negative
58,2,5.3066,15,negative
58,4,3.7182,16,none
58,3,5.7404,17,none
58,4,4.275,18,negative
58,2,6.2562,19,positive
58,1,2.889,20,none
58,3,2.4931,21,negative
58,2,1.8695,22,positive
58,2,2.3425,23,none
58,2,1.7529,24,none
58,2,2.719,25,positive
58,2,3.1378,26,positive
58,4,4.685,27,negative
58,3,2.8336,28,negative
58,3,5.4982,29,negative
58,2,3.124,30,none
58,1,2.2451,31,none
58,4,3.7947,32,negative
58,4,2.2224,33,none
58,3,6.0972,34,negative
58,1,2.9352,35,positive
58,1,3.174,36,positive
58,3,3.1223,37,positive
58,1,1.9733,38,positive
58,2,6.4227,39,negative
58,2,2.7251,40,none
58,2,4.5589,41,positive
58,2,2.787,42,positive
58,1,4.2287,43,positive
58,2,4.1754,44,positive
58,3,4.1046,45,none
58,3,2.6431,46,negative
58,4,1.9824,47,none
58,3,3.3601,48,negative
58,2,10.9429,49,negative
58,4,3.1809,50,negative
58,1,5.6782,51,none
58,2,2.0861,52,positive
58,3,2.9938,53,none
58,2,5.4671,54,positive
58,2,2.8537,55,positive
58,2,1.8409,56,none
58,3,2.9865,57,positive
58,2,2.0517,58,positive
58,1,2.0099,59,positive
58,1,4.8029,60,positive
