participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
9,2,19.9295,1,positive
9,2,17.66964,2,none
9,4,8.87101,3,none
9,1,25.250965,4,negative
9,1,6.101625,5,none
9,3,24.873585,6,positive
9,1,6.81987,7,none
9,1,2.275955,8,negative
9,4,4.435335,9,none
9,3,11.32645,10,negative
9,4,6.40834,11,negative
9,1,5.9792,12,negative
9,2,37.49331,13,none
9,2,11.027615,14,negative
9,3,28.32279,15,negative
9,4,13.83132,16,none
9,1,17.567005,17,none
9,4,52.48599,18,negative
9,2,9.26099,19,positive
9,2,12.059675,20,none
9,3,9.719465,21,negative
9,2,48.282365,22,positive
9,4,8.213795,23,none
9,4,7.87866,24,none
9,3,5.04507,25,positive
9,2,15.563125,26,positive
9,3,21.11514,27,negative
9,2,27.75199,28,negative
9,3,13.330115,29,negative
9,4,5.410275,30,none
9,4,2.352005,31,none
9,4,6.68944,32,negative
9,4,4.909735,33,none
9,2,8.015625,34,negative
9,4,4.48955,35,positive
9,4,9.3405,36,positive
9,3,11.81501,37,positive
9,1,11.203105,38,positive
9,2,12.7483,39,negative
9,2,7.748775,40,none
9,2,7.93662,41,positive
9,3,48.19188,42,positive
9,4,6.00801,43,positive
9,2,13.20638,44,positive
9,4,10.403935,45,none
9,4,5.621605,46,negative
9,1,6.609525,47,none
9,4,11.90588,48,negative
9,3,16.098485,49,negative
9,3,28.484615,50,negative
9,4,11.780425,51,none
9,3,7.87952,52,positive
9,1,3.140025,53,none
9,4,18.148555,54,positive
9,2,8.25438,55,positive
9,2,19.9673,56,none
9,2,25.68077,57,positive
9,3,11.596245,58,positive
9,4,32.87382,59,positive
9,2,17.18681,60,positive
