participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
32,1,9.3401,1,positive
32,3,9.6426,2,none
32,4,6.7509,3,none
32,4,13.5632,4,negative
32,4,2.8922,5,none
32,1,4.3902,6,positive
32,1,6.8357,7,none
32,4,12.8651,8,negative
32,4,5.9884,9,none
32,3,14.8273,10,negative
32,4,9.8284,11,negative
32,4,5.8926,12,negative
32,2,7.3273,13,none
32,4,10.8127,14,negative
32,3,12.4601,15,negative
32,3,8.239,16,none
32,3,7.6971,17,none
32,2,52.9274,18,negative
32,1,12.0538,19,positive
32,1,11.2128,20,none
32,3,10.5462,21,negative
32,2,18.0181,22,positive
32,1,7.043,23,none
32,2,5.7033,24,none
32,1,5.5169,25,positive
32,1,4.2271,26,positive
32,3,6.0673,27,negative
32,3,9.5324,28,negative
32,3,16.7101,29,negative
32,3,6.5851,30,none
32,4,5.4651,31,none
32,4,8.0811,32,negative
32,2,8.2853,33,none
32,3,13.1698,34,negative
32,1,5.4997,35,positive
32,1,24.6614,36,positive
32,2,8.6847,37,positive
32,1,3.1921,38,positive
32,2,12.9259,39,negative
32,3,6.1181,40,none
32,1,9.5864,41,positive
32,1,8.033,42,positive
32,1,5.2353,43,positive
32,1,5.3001,44,positive
32,2,7.2735,45,none
32,2,4.3502,46,negative
32,4,5.582,47,none
32,4,5.2552,48,negative
32,2,9.0466,49,negative
32,4,3.9633,50,negative
32,2,7.7017,51,none
32,1,14.8023,52,positive
32,3,3.5182,53,none
32,1,12.5153,54,positive
32,2,4.1972,55,positive
32,2,7.2524,56,none
32,2,6.1264,57,positive
32,2,3.0899,58,positive
32,2,4.4701,59,positive
32,1,13.0932,60,positive
