participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
18,3,9.484465,1,positive
18,1,2.14529,2,none
18,4,5.16356,3,none
18,1,15.944665,4,negative
18,4,3.84438,5,none
18,2,4.20159,6,positive
18,1,4.3171,7,none
18,1,3.177455,8,negative
18,4,5.27482,9,none
18,2,7.515955,10,negative
18,3,6.00651,11,negative
18,2,8.98576,12,negative
18,3,3.701165,13,none
18,2,7.490815,14,negative
18,2,6.651015,15,negative
18,4,4.69371,16,none
18,2,4.201595,17,none
18,3,5.57725,18,negative
18,3,6.420335,19,positive
18,1,3.608905,20,none
18,2,5.933495,21,negative
18,3,3.913935,22,positive
18,3,3.951885,23,none
18,1,3.11828,24,none
18,3,3.51588,25,positive
18,2,5.050065,26,positive
18,4,7.06467,27,negative
18,3,9.832205,28,negative
18,2,5.19818,29,negative
18,2,4.061355,30,none
18,3,4.71736,31,none
18,3,5.60251,32,negative
18,2,3.266485,33,none
18,2,15.61519,34,negative
18,1,2.731435,35,positive
18,3,7.615545,36,positive
18,2,4.902015,37,positive
18,1,2.737205,38,positive
18,1,6.58177,39,negative
18,2,14.898005,40,none
18,2,16.631005,41,positive
18,2,4.214565,42,positive
18,2,4.34813,43,positive
18,2,6.69753,44,positive
18,2,6.38177,45,none
18,3,5.1144,46,negative
18,3,4.397505,47,none
18,2,4.581415,48,negative
18,3,4.96557,49,negative
18,2,4.019135,50,negative
18,4,7.598925,51,none
18,2,6.38134,52,positive
18,2,3.799215,53,none
18,2,5.481505,54,positive
18,2,3.732195,55,positive
18,2,9.581335,56,none
18,3,6.432755,57,positive
18,3,3.02144,58,positive
18,2,4.916235,59,positive
18,2,4.14265,60,positive
