participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
27,3,6.17256,1,positive
27,3,8.920925,2,none
27,3,4.901255,3,none
27,3,8.020315,4,negative
27,1,1.62587,5,none
27,2,8.37079,6,positive
27,3,9.568255,7,none
27,3,6.71352,8,negative
27,4,2.609435,9,none
27,2,4.592175,10,negative
27,1,5.56953,11,negative
27,4,2.936625,12,negative
27,3,2.55107,13,none
27,3,9.94213,14,negative
27,2,5.595205,15,negative
27,4,4.65622,16,none
27,2,3.44707,17,none
27,4,83.02528,18,negative
27,3,3.5319,19,positive
27,2,2.18212,20,none
27,1,3.288415,21,negative
27,3,6.588505,22,positive
27,4,2.988425,23,none
27,3,14.78036,24,none
27,3,6.021765,25,positive
27,3,15.33077,26,positive
27,2,3.91872,27,negative
27,3,3.33481,28,negative
27,2,2.52014,29,negative
27,3,5.42054,30,none
27,3,2.666495,31,none
27,4,2.670095,32,negative
27,2,1.918065,33,none
27,1,1.950765,34,negative
27,3,5.385385,35,positive
27,3,7.934745,36,positive
27,2,2.05298,37,positive
27,1,3.561235,38,positive
27,2,3.401965,39,negative
27,2,6.77273,40,none
27,3,2.93913,41,positive
27,1,4.19394,42,positive
27,3,30.131745,43,positive
27,3,4.156135,44,positive
27,2,3.053505,45,none
27,1,2.08383,46,negative
27,2,2.70496,47,none
27,1,2.010125,48,negative
27,2,0.00112,49,negative
27,4,2.55349,50,negative
27,2,2.41918,51,none
27,3,1.95879,52,positive
27,2,1.66757,53,none
27,4,2.536205,54,positive
27,3,4.522285,55,positive
27,1,1.956405,56,none
27,4,6.427665,57,positive
27,3,1.966185,58,positive
27,2,2.37104,59,positive
27,3,2.484215,60,positive
