participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
47,1,10.5854,1,positive
47,2,7.8752,2,none
47,4,4.2394,3,none
47,2,9.6532,4,negative
47,3,3.5876,5,none
47,2,5.1733,6,positive
47,2,8.8433,7,none
47,2,1.1183,8,negative
47,3,12.8359,9,none
47,4,7.5236,10,negative
47,4,7.3095,11,negative
47,4,5.8069,12,negative
47,2,9.2212,13,none
47,4,5.2559,14,negative
47,4,8.0576,15,negative
47,4,4.84,16,none
47,3,5.8744,17,none
47,4,4.0389,18,negative
47,2,7.9088,19,positive
47,2,4.6384,20,none
47,4,8.6594,21,negative
47,1,4.8227,22,positive
47,2,8.1092,23,none
47,2,7.0917,24,none
47,2,4.572,25,positive
47,1,4.1377,26,positive
47,3,10.6279,27,negative
47,3,11.4302,28,negative
47,3,10.5283,29,negative
47,4,3.7719,30,none
47,4,2.8531,31,none
47,4,4.9088,32,negative
47,4,4.739,33,none
47,4,5.3563,34,negative
47,4,5.3063,35,positive
47,2,9.8091,36,positive
47,2,5.6821,37,positive
47,1,4.6723,38,positive
47,3,39.8716,39,negative
47,3,4.1224,40,none
47,1,5.1889,41,positive
47,1,2.3367,42,positive
47,1,4.5573,43,positive
47,1,2.8527,44,positive
47,2,4.9603,45,none
47,3,5.9264,46,negative
47,4,4.4097,47,none
47,4,0.0005,48,negative
47,4,6.5572,49,negative
47,4,4.1052,50,negative
47,1,6.1386,51,none
47,2,10.2129,52,positive
47,2,2.822,53,none
47,2,6.8577,54,positive
47,2,2.3027,55,positive
47,1,3.5715,56,none
47,3,5.6902,57,positive
47,3,3.4398,58,positive
47,1,5.4181,59,positive
47,1,5.8266,60,positive
