participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
24,2,15.2656,1,positive
24,3,11.3755,2,none
24,4,7.1819,3,none
24,1,27.628,4,negative
24,1,3.1621,5,none
24,2,15.4819,6,positive
24,1,9.6992,7,none
24,1,0.0425,8,negative
24,1,11.8085,9,none
24,1,10.4403,10,negative
24,3,41.2285,11,negative
24,4,6.2551,12,negative
24,3,7.2108,13,none
24,1,15.2073,14,negative
24,1,26.1016,15,negative
24,4,17.8439,16,none
24,4,5.0071,17,none
24,4,8.6367,18,negative
24,2,14.3337,19,positive
24,1,6.7364,20,none
24,1,10.7992,21,negative
24,3,20.1638,22,positive
24,4,11.8805,23,none
24,4,32.751,24,none
24,3,21.764,25,positive
24,2,6.639,26,positive
24,3,31.4504,27,negative
24,3,15.4973,28,negative
24,2,9.1954,29,negative
24,4,8.3911,30,none
24,3,27.6331,31,none
24,4,7.2244,32,negative
24,1,8.7706,33,none
24,1,14.0685,34,negative
24,4,4.5662,35,positive
24,4,11.8994,36,positive
24,1,11.4612,37,positive
24,1,2.4669,38,positive
24,3,63.6991,39,negative
24,2,9.7353,40,none
24,2,18.3674,41,positive
24,1,3.3922,42,positive
24,2,6.7153,43,positive
24,2,9.1989,44,positive
24,4,7.2319,45,none
24,4,6.5439,46,negative
24,2,10.6257,47,none
24,4,6.791,48,negative
24,3,50.8141,49,negative
24,4,6.536,50,negative
24,1,5.1921,51,none
24,1,4.9139,52,positive
24,1,14.7564,53,none
24,2,6.5691,54,positive
24,2,5.2178,55,positive
24,1,25.2661,56,none
24,4,6.6824,57,positive
24,4,9.2102,58,positive
24,2,9.9833,59,positive
24,1,6.0356,60,positive
