participant,EQ_resp,EQ_RT,EQ_item,EQ_scoring_type
26,2,12.374815,1,positive
26,3,7.137595,2,none
26,4,3.50934,3,none
26,2,7.54381,4,negative
26,2,3.03581,5,none
26,3,7.006535,6,positive
26,4,54.773525,7,none
26,2,5.201345,8,negative
26,4,175.429945,9,none
26,2,4.737745,10,negative
26,2,3.728055,11,negative
26,4,4.90209,12,negative
26,3,3.4692,13,none
26,2,21.311005,14,negative
26,2,7.001535,15,negative
26,3,4.95269,16,none
26,3,4.32587,17,none
26,4,4.386805,18,negative
26,2,5.578485,19,positive
26,2,5.577715,20,none
26,2,3.53722,21,negative
26,2,4.06622,22,positive
26,4,3.584845,23,none
26,1,74.679385,24,none
26,2,4.01276,25,positive
26,2,30.004285,26,positive
26,3,6.31353,27,negative
26,3,4.789865,28,negative
26,3,55.819065,29,negative
26,3,6.200035,30,none
26,3,3.86926,31,none
26,4,3.828745,32,negative
26,2,3.34166,33,none
26,2,4.491855,34,negative
26,3,4.85208,35,positive
26,2,3.181895,36,positive
26,3,3.534775,37,positive
26,1,3.50751,38,positive
26,3,15.85778,39,negative
26,3,6.05368,40,none
26,2,3.819455,41,positive
26,2,3.803975,42,positive
26,2,3.68436,43,positive
26,2,3.668835,44,positive
26,2,6.958835,45,none
26,3,3.384525,46,negative
26,4,2.75034,47,none
26,3,7.26399,48,negative
26,3,9.856705,49,negative
26,4,2.656755,50,negative
26,3,3.703365,51,none
26,2,5.25307,52,positive
26,4,3.836,53,none
26,3,9.23522,54,positive
26,2,2.943865,55,positive
26,3,11.86944,56,none
26,2,5.869815,57,positive
26,2,2.576115,58,positive
26,2,2.640635,59,positive
26,2,7.57359,60,positive
